chrom	start	end	zhr1_zhr	zhr2_zhr	zhr3_zhr	z301_z30	z302_z30	z303_z30	zhrz301_z30	zhrz301_zhr	zhrz302_z30	zhrz302_zhr	zhrz303_z30	zhrz303_zhr
chr3L	10697780	10698876	144	609	696	143	207	142	171	353	178	439	84	191
chr3L	10708711	10709233	39	149	174	73	104	64	70	78	81	93	38	39
chr3L	10738923	10741044	437	1399	1402	513	711	476	574	879	641	872	202	316
chr3L	10743762	10744164	15	70	89	35	55	36	37	52	37	40	19	28
chr3L	10771827	10772567	41	114	125	54	94	47	66	60	70	51	32	33
chr3L	10773031	10773202	7	48	43	15	34	21	29	24	28	28	19	13
chr3L	10863296	10863616	32	85	90	55	70	36	61	45	63	44	28	24
chr3L	11052403	11052801	26	85	104	48	63	43	41	38	44	43	25	33
chr3L	11210623	11211008	50	142	175	75	124	60	64	86	112	110	44	47
chr3L	11256167	11256919	53	234	250	60	86	52	79	124	76	148	41	73
chr3L	11327867	11329533	210	653	734	236	369	224	302	388	305	425	126	178
chr3L	11342454	11343118	48	145	140	35	63	28	51	77	59	93	32	48
chr3L	11366632	11367078	41	129	138	89	116	81	93	80	96	79	35	35
chr3L	11586736	11588222	61	253	241	152	251	162	174	122	187	144	93	62
chr3L	11632846	11633635	51	179	148	151	220	127	151	124	145	107	72	52
chr3L	11635606	11636119	31	135	158	67	110	68	59	79	69	88	30	44
chr3L	11878616	11878867	15	17	32	15	26	15	17	24	18	18	9	10
chr3L	12014036	12014605	61	213	248	102	177	115	134	140	168	128	63	53
chr3L	12028572	12028964	37	114	119	65	59	56	52	62	62	68	27	36
chr3L	12056178	12056759	57	218	226	97	167	89	149	128	144	125	69	50
chr3L	12109877	12111663	179	571	596	134	205	142	156	333	163	407	103	166
chr3L	12113343	12113779	43	129	126	116	175	94	131	54	116	73	58	27
chr3L	12115119	12115718	56	289	311	191	279	178	212	163	211	162	106	74
chr3L	12231428	12231649	37	127	102	27	60	38	23	75	28	92	19	49
chr3L	12264920	12266376	74	266	258	102	147	94	132	163	119	171	62	76
chr3L	12379130	12379699	27	112	112	23	57	32	40	71	50	72	29	45
chr3L	12391408	12392575	44	126	177	70	105	66	78	82	79	72	31	39
chr3L	12407135	12408341	96	360	343	98	169	121	109	166	119	178	64	103
chr3L	12467752	12468631	123	348	403	185	265	172	223	250	250	234	131	105
chr3L	12495068	12495686	28	175	174	97	112	73	81	85	76	90	31	51
chr3L	12550891	12551141	18	46	33	27	27	19	22	17	21	20	18	18
chr3L	12571391	12571749	52	147	186	49	94	69	89	89	93	83	51	54
chr3L	12579943	12580694	33	144	150	52	91	62	79	63	69	71	26	37
chr3L	12609276	12609975	103	344	322	184	295	188	219	180	223	202	124	88
chr3L	12692641	12693559	225	664	737	386	493	329	468	430	444	467	180	171
chr3L	12695311	12695671	26	65	71	48	76	55	64	33	59	41	30	25
chr3L	12703114	12703450	8	31	40	17	33	23	24	25	13	26	9	15
chr3L	12730662	12731218	18	79	81	45	60	29	52	57	53	51	28	30
chr3L	12800503	12800937	14	48	66	22	42	29	31	21	19	35	15	16
chr3L	12802904	12803097	15	77	82	26	37	21	23	43	27	54	8	30
chr3L	12863338	12863570	40	117	117	80	127	72	81	66	69	59	57	47
chr3L	12955629	12956035	13	29	40	24	30	18	16	17	22	28	9	22
chr3L	13076283	13076645	26	135	138	55	108	65	58	85	55	79	30	34
chr3L	13113849	13114163	126	353	381	148	230	145	179	272	189	224	69	96
chr3L	13182143	13182746	24	98	101	43	56	24	38	48	51	44	25	32
chr3L	13259442	13259827	13	68	67	24	67	37	30	46	39	53	28	27
chr3L	14205013	14205481	38	143	140	99	119	98	106	98	113	94	55	29
chr3L	14430903	14431555	21	44	57	33	45	46	35	31	36	30	23	24
chr3L	14476350	14478185	208	673	697	473	664	395	531	493	581	528	207	165
chr3L	14515406	14515607	7	17	21	6	17	15	15	18	7	15	8	5
chr3L	14522844	14523227	43	152	145	75	144	81	65	74	87	83	48	47
chr3L	14550714	14551572	18	67	71	22	44	25	21	40	16	37	10	14
chr3L	14552732	14553075	15	48	39	21	42	22	20	23	25	25	14	16
chr3L	14674901	14676177	87	244	282	135	204	134	158	159	148	157	80	94
chr3L	14706419	14706804	10	70	57	52	77	62	61	39	49	33	31	27
chr3L	14843534	14844187	10	81	85	78	94	73	72	34	73	48	32	16
chr3L	14967199	14967790	15	41	45	13	25	20	18	18	23	23	17	4
chr3L	15006628	15006921	8	31	35	20	27	20	30	22	24	21	11	10
chr3L	15023462	15023838	21	48	50	28	39	24	43	29	25	34	12	22
chr3L	15093583	15093993	14	32	42	17	25	13	22	29	24	22	5	4
chr3L	15141332	15141848	13	24	43	12	19	8	17	15	8	17	10	10
chr3L	15212116	15213015	15	50	46	24	33	21	31	33	23	26	12	8
chr3L	15695088	15695452	12	73	68	14	19	15	17	48	9	36	3	18
chr3L	15847129	15847840	15	63	73	11	21	13	21	24	16	40	5	17
chr3L	15958464	15958951	31	87	109	58	82	45	74	81	71	63	33	15
chr3L	16048124	16049655	103	353	358	109	177	92	119	183	144	207	79	95
chr3L	16179517	16180533	47	154	186	62	115	53	72	91	84	76	32	43
chr3L	16280115	16280323	41	117	112	67	80	59	63	65	90	58	35	22
chr3L	16340011	16340285	12	51	47	15	23	12	17	34	14	29	9	11
chr3L	16451791	16452480	85	299	298	127	196	114	108	159	107	151	45	73
chr3L	16476710	16477735	31	136	123	78	107	70	94	63	87	68	54	39
chr3L	16488310	16490295	139	543	586	193	243	188	231	328	251	325	85	119
chr3L	16494510	16495342	86	359	379	159	232	119	144	175	169	175	77	81
chr3L	16504052	16504253	24	74	62	34	60	53	35	36	45	41	32	29
chr3L	16638977	16639426	31	110	106	51	72	38	49	46	39	77	24	23
chr3L	16640090	16640390	12	46	45	29	35	17	25	23	30	26	14	8
chr3L	16710257	16711863	75	208	249	82	103	79	101	120	115	114	42	71
chr3L	16801455	16802062	8	26	37	18	26	17	18	17	21	18	14	14
chr3L	16865247	16866497	191	667	745	343	481	288	350	496	416	461	164	212
chr3L	16958087	16958541	18	88	96	54	72	56	54	57	67	52	35	36
chr3L	16972636	16973066	30	70	72	34	61	29	28	32	39	50	27	29
chr3L	16974270	16974536	1	3	6	33	53	31	34	1	48	2	22	0
chr3L	16974608	16976118	179	605	642	375	569	334	420	393	420	376	206	160
chr3L	16986388	16987322	36	132	143	96	154	102	113	93	133	90	66	35
chr3L	17378548	17379886	87	263	317	141	193	131	181	166	183	175	65	72
chr3L	17392305	17392624	14	53	55	37	37	28	33	40	43	32	11	14
chr3L	17419256	17419832	20	127	97	31	64	32	52	47	51	59	29	22
chr3L	17420577	17421775	115	384	410	203	265	193	234	229	257	258	102	95
chr3L	17534066	17534697	20	58	60	31	39	38	29	30	45	36	15	24
chr3L	17583063	17583293	3	22	27	6	20	8	8	14	12	11	7	5
chr3L	17610132	17610466	21	47	58	36	53	33	20	30	36	27	19	16
chr3L	17621522	17621751	15	83	80	52	53	34	39	39	59	44	26	28
chr3L	17643965	17645274	74	264	263	107	157	115	131	165	147	163	48	67
chr3L	17888156	17888588	9	12	25	8	16	12	17	15	16	19	11	11
chr3L	17895046	17896205	23	104	112	22	31	20	17	65	17	63	9	26
chr3L	17964967	17966043	41	168	147	79	98	70	92	96	75	79	43	49
chr3L	18006859	18008370	44	108	135	43	54	34	52	66	63	58	16	21
chr3L	18018836	18019863	18	61	53	17	30	19	27	32	29	43	18	18
chr3L	18102259	18102648	19	52	69	20	35	22	36	41	25	26	14	18
chr3L	18213633	18214382	32	118	145	78	99	64	70	73	63	65	43	27
chr3L	18240382	18241234	35	121	115	10	28	18	19	81	22	72	11	41
chr3R	9220973	9221294	16	83	95	25	37	28	33	60	24	58	10	32
chr3R	9229710	9230192	8	21	28	10	11	9	6	13	8	16	1	5
chr3R	9346822	9347406	8	25	40	4	13	9	10	16	8	10	7	4
chr3R	9376828	9377432	9	31	31	14	19	18	13	22	20	14	8	5
chr3R	9393388	9394722	14	36	39	16	20	17	21	17	25	32	17	12
chr3R	9534518	9535132	18	55	53	24	40	28	32	31	36	34	16	17
chr3R	9590793	9591779	52	163	178	53	103	66	65	94	81	100	32	45
chr3R	9870674	9870941	7	14	26	5	17	11	8	12	9	18	10	11
chr3R	10084086	10084641	21	79	97	60	60	48	56	70	67	59	21	28
chr3R	10086954	10087611	32	102	123	29	52	26	36	70	45	75	15	25
chr3R	10474128	10474749	18	43	39	23	38	21	27	24	41	20	13	17
chr3R	10834431	10835561	11	52	42	18	11	18	15	28	13	23	8	10
chr3R	11013060	11013344	2	9	21	7	21	10	6	12	9	11	3	6
chr3R	11449586	11450186	11	43	40	37	40	24	27	27	27	23	11	6
chr3R	11557393	11558165	13	37	53	20	31	20	22	25	19	22	10	12
chr3R	11655209	11656101	14	57	59	20	33	17	28	20	28	29	12	10
chr3R	11657021	11658578	19	76	65	22	54	28	39	33	38	40	17	17
chr3R	11694625	11695041	17	73	78	29	46	19	37	45	41	42	17	21
chr3R	11759422	11761537	15	109	83	31	49	28	28	42	27	54	13	23
chr3R	11777891	11779379	72	282	278	118	153	117	131	179	140	173	80	74
chr3R	11941107	11941304	13	43	51	23	23	16	26	25	22	28	9	7
chr3R	13716433	13716815	28	119	115	20	18	18	23	58	19	69	7	35
chr3R	13905898	13906076	7	10	31	13	23	12	10	17	13	18	9	5
chr3R	14008702	14008882	4	31	21	1	3	5	5	15	4	12	1	7
chr3R	14653154	14653688	15	62	59	25	22	21	20	27	18	32	9	15
chr3R	14656000	14656641	38	137	131	21	51	34	33	70	41	85	17	33
chr3R	15091589	15092765	58	233	186	67	91	76	66	126	70	123	36	59
chr3R	15112622	15113079	8	33	26	18	28	17	12	21	18	13	11	7
chr3R	15205542	15205928	10	54	51	22	34	35	30	32	36	29	13	18
chr3R	15437439	15438152	72	225	262	71	111	63	87	123	75	123	34	56
chr3R	15464139	15464947	42	134	157	55	76	54	59	71	76	95	21	39
chr3R	15555136	15555597	8	33	30	17	17	17	19	21	13	6	6	16
chr3R	15806886	15807527	14	48	52	12	21	14	23	21	19	23	6	13
chr3R	15919454	15921318	22	82	78	27	42	24	22	42	28	30	10	17
chr3R	16025598	16026630	80	242	233	126	165	133	179	162	190	156	55	58
chr3R	16037986	16038429	5	37	48	18	19	11	21	21	27	23	5	20
chr3R	16231230	16232658	122	348	382	177	290	182	235	209	236	226	95	95
chr3R	16236716	16237545	36	180	186	51	67	56	66	82	61	84	26	31
chr3R	16315859	16317339	63	210	245	66	105	79	97	145	81	135	39	71
chr3R	16357037	16357426	43	104	123	35	57	46	42	64	49	46	38	34
chr3R	16403549	16404102	23	116	90	33	67	39	46	55	47	62	25	21
chr3R	16655626	16656011	16	68	80	23	32	25	23	34	31	44	10	21
chr3R	16781807	16782671	12	32	36	21	39	22	27	19	37	14	11	10
chr3R	16797757	16799098	103	305	350	63	97	69	90	220	89	250	34	128
chr3R	16892267	16892549	11	38	41	16	36	21	34	29	21	30	9	22
chr3R	16957446	16958276	2	22	19	34	46	37	43	22	37	15	14	5
chr3R	17110637	17111220	37	83	77	30	58	36	36	38	35	44	23	28
chr3R	17117225	17118317	14	64	63	20	36	20	20	45	23	25	8	26
chr3R	17205322	17205515	16	56	58	22	49	23	32	39	33	42	13	28
chr3R	17255000	17255189	10	39	26	19	21	33	17	18	22	22	12	12
chr3R	17430597	17431226	33	101	85	41	67	37	32	48	40	46	25	39
chr3R	17611496	17611728	13	43	39	22	27	36	23	21	25	19	13	16
chr3R	18294112	18294307	10	33	43	32	62	40	48	17	41	24	19	12
chr3R	18398244	18399432	18	78	84	30	40	34	28	39	31	55	17	16
chr3R	18572976	18574174	52	196	210	80	134	75	89	117	82	121	50	57
chr3R	18913738	18914122	76	204	234	43	72	59	56	139	44	144	17	56
chr3R	18917817	18918611	6	20	24	5	11	5	9	11	13	15	3	7
chr3R	18987319	18988395	87	252	271	68	109	72	76	127	74	140	43	81
chr3R	18988883	18990368	37	109	118	24	38	32	35	65	35	59	12	16
chr3R	19001727	19002106	7	43	47	12	37	29	24	15	16	23	11	18
chr3R	19063937	19064461	53	178	161	47	81	67	70	100	85	105	35	50
chr3R	19179919	19181181	50	143	152	55	111	55	74	95	82	80	38	33
chr3R	19312872	19313129	9	30	29	13	17	14	18	20	21	11	5	7
chr3R	19322210	19322587	21	69	51	31	33	31	38	26	30	32	19	12
chr3R	19326067	19326758	83	367	342	236	323	244	258	174	260	178	102	80
chr3R	19355725	19356118	33	93	118	35	67	38	41	53	58	67	21	34
chr3R	19462831	19463669	39	132	136	65	94	58	78	79	73	72	29	36
chr3R	19568584	19569305	71	204	231	70	93	67	91	131	93	147	42	59
chr3R	20092364	20092597	15	27	25	18	26	15	17	15	17	12	10	8
chr3R	20542851	20544128	71	202	252	62	85	72	77	140	82	162	36	63
chr3R	20550885	20551430	7	23	26	6	11	13	7	14	4	9	6	3
chr3R	20565250	20566199	8	28	28	12	15	14	11	14	5	11	6	6
chr3R	20784186	20785616	164	549	532	246	319	221	327	363	301	369	124	134
chr3R	21060054	21061308	9	39	43	24	24	12	15	40	17	27	10	16
chr3R	21065614	21067048	110	430	473	183	258	154	162	210	192	246	95	124
chr3R	21348650	21349485	44	123	128	56	98	56	68	84	87	78	36	33
chr3R	21428118	21428422	4	16	23	11	14	14	13	9	14	14	3	8
chr3R	21658163	21658968	17	48	55	25	33	16	27	23	28	27	10	12
chr3R	21837380	21838006	45	160	169	113	201	145	137	89	161	97	79	26
chr3R	21928124	21928597	33	89	107	61	67	49	68	55	52	62	36	34
chr3R	21951277	21951886	35	106	96	37	77	48	45	60	62	69	23	24
chr3R	22193761	22196020	32	140	162	36	54	43	65	91	39	93	21	52
chr3R	22524283	22524743	4	19	41	13	30	23	23	30	23	20	8	7
chr3R	22534139	22535450	40	137	154	42	57	37	38	85	40	81	25	43
chr3R	23141892	23142475	60	189	214	47	76	57	78	124	54	107	27	51
chr3R	23292894	23293529	9	41	51	6	12	11	13	21	11	33	5	20
chr3R	23333170	23334913	39	120	108	38	57	48	57	81	48	77	13	30
chr3R	23346120	23347869	49	101	134	29	40	18	39	93	34	77	19	37
chr3R	23471840	23472605	44	118	109	38	54	33	49	70	40	74	11	28
chr3R	23666133	23666414	15	40	53	20	25	22	12	32	23	44	12	21
chr3R	23782723	23783583	18	96	85	27	58	41	60	58	51	48	25	19
chr3R	23869383	23870127	21	116	117	68	94	55	75	60	85	88	41	30
chr3R	23914113	23914736	25	121	128	62	84	54	65	67	59	82	23	29
chr3R	23940989	23941608	26	101	89	40	60	48	73	56	51	53	31	21
chr3R	24050528	24051237	8	26	27	7	12	8	5	12	13	18	5	7
chr3R	24144171	24145119	5	41	45	11	30	21	20	22	22	17	8	7
chr3R	24582066	24582936	20	86	93	20	30	28	35	46	31	42	11	16
chr3R	24629918	24631611	14	44	35	9	17	5	8	23	14	23	8	13
chr3R	24712243	24712697	20	82	81	37	50	36	31	44	39	56	20	21
chr3R	24767775	24768188	3	28	38	15	18	16	18	12	12	10	5	7
chr3R	25292646	25293227	33	143	145	74	95	57	90	79	82	94	44	34
chr3R	25461945	25463643	160	481	544	224	303	206	259	285	257	301	88	146
chr3R	25471942	25473145	49	179	175	55	84	63	94	89	83	111	40	35
chr3R	25514627	25514884	22	66	66	20	26	22	40	40	25	39	11	16
chr3R	25532855	25533241	19	72	90	52	74	41	52	49	61	37	17	19
chr3R	25555014	25556062	68	250	238	34	58	41	54	144	52	142	18	58
chr3R	25760272	25760633	33	132	161	107	137	92	101	91	85	104	42	46
chr3R	25880695	25881673	23	108	97	31	47	31	27	54	40	47	20	17
chr3R	25944006	25944318	14	51	66	36	54	35	25	26	25	32	12	21
chr3R	25997939	25998265	8	23	22	4	8	10	11	10	10	4	5	9
chr3R	26041621	26042901	16	45	58	22	24	19	24	25	35	28	19	15
chr3R	26043964	26044731	15	31	38	11	9	10	13	20	4	19	5	12
chr3R	26133811	26134112	25	87	89	36	45	45	44	64	39	58	17	30
chr3R	26521503	26523151	27	124	112	53	77	61	56	63	59	71	36	36
chr3R	26541419	26541673	8	39	43	16	28	14	25	23	18	25	9	7
chr3R	26795115	26795444	24	74	90	54	79	67	38	55	50	44	26	31
chr3R	26893878	26894973	60	179	187	74	92	58	92	113	98	106	46	58
chr3R	27130683	27130903	9	33	64	12	27	21	19	29	27	21	10	8
chr3R	27137693	27137972	5	7	21	12	9	4	3	6	10	10	2	2
chr3R	27152696	27153278	21	53	48	23	25	17	17	18	23	22	10	17
chr3R	27185801	27186571	123	406	485	128	191	136	173	270	171	255	82	102
chr3R	27189403	27189725	12	53	49	21	41	33	40	25	31	34	16	12
chr3R	27193670	27194878	107	441	421	104	178	111	117	259	136	299	50	118
chr3R	27217301	27219295	68	263	267	101	151	97	111	124	107	133	61	58
chr3R	27220699	27221110	12	34	41	6	16	8	11	22	10	20	3	4
chr3R	27252971	27253520	48	192	189	77	96	63	67	79	81	97	53	62
chr3R	27736146	27736668	58	173	147	115	178	110	137	86	130	113	58	44
chr3R	28325466	28327213	115	391	349	112	179	129	137	208	154	220	46	76
chr3R	28540355	28540798	59	189	191	52	80	44	50	122	67	111	29	58
chr3R	28675173	28676191	11	47	61	15	32	23	27	30	28	30	10	17
chr3R	28684587	28684948	5	15	23	12	22	6	14	9	12	6	6	3
chr3R	29615923	29616859	2	22	23	11	15	8	10	12	9	17	12	3
chr3R	29690987	29691485	2	24	35	10	17	16	17	14	17	14	5	6
chr3R	29839873	29842206	233	665	707	293	439	280	461	441	470	491	178	211
chr3R	29867609	29867922	12	41	51	20	38	23	18	25	24	33	14	9
chr3R	29983293	29984323	76	188	220	96	170	118	126	143	146	118	72	62
chr3R	30059832	30060276	12	54	58	18	31	21	31	23	23	32	9	10
chr3R	30061134	30061740	58	258	257	40	85	42	40	150	59	162	20	67
chr3R	30095369	30096580	31	101	131	9	7	6	12	69	10	56	5	37
chr3R	30383359	30383604	29	66	81	31	48	35	39	49	44	45	21	26
chr3R	30386794	30387287	60	219	253	47	84	64	55	114	57	105	34	57
chr3R	30469244	30469768	12	31	33	71	87	41	45	24	47	19	19	10
chr3R	30766969	30767468	11	29	22	4	8	2	8	17	4	16	1	9
chr3R	30809523	30810432	38	101	106	32	67	49	52	69	53	75	30	30
chr3R	30869176	30869609	2	29	28	5	8	5	4	17	4	13	3	7
chr3R	31067894	31068686	52	123	134	40	39	34	34	77	41	97	17	43
chr3R	31409748	31410069	21	99	83	20	38	23	24	49	26	51	11	24
chr3R	31504976	31505628	9	43	44	18	23	13	17	20	21	13	11	8
chr3R	31610340	31611377	77	211	276	89	131	93	112	148	112	133	52	91
chr3R	31679491	31680152	31	62	86	23	40	15	32	30	21	44	14	25
chr3R	31682302	31682707	21	85	104	26	45	34	39	47	34	41	15	24
chr3R	31712825	31713682	11	46	32	19	27	10	14	15	16	21	10	14
chr3R	31768076	31768539	25	83	70	46	75	47	39	47	49	36	22	23
chr3R	31935493	31936773	11	68	64	29	45	22	39	24	24	44	16	19
chr3R	31943699	31944091	15	57	60	38	43	29	51	53	46	39	24	21
chr3R	31944256	31945761	11	37	41	15	22	11	12	25	18	32	10	10
chr3R	31977433	31978156	19	49	63	27	39	34	33	27	33	32	17	14
chr4	61140	61655	8	21	24	9	7	7	10	6	2	9	8	5
chr4	832990	833288	13	56	56	24	34	26	27	29	22	26	10	13
chrX	4412382	4413222	26	77	85	47	52	37	37	59	45	44	31	20
chrX	4636216	4636652	30	142	158	77	110	80	74	80	79	79	36	45
chrX	4929965	4930609	20	114	117	57	95	61	67	82	67	77	29	26
chrX	4940744	4941254	21	90	90	82	103	55	71	46	71	61	35	17
chrX	5005350	5005633	8	52	49	19	35	18	28	27	21	26	7	13
chrX	5045966	5048204	221	858	911	403	509	352	405	431	324	453	158	166
chrX	5053691	5054403	24	93	107	29	52	38	56	59	43	74	15	28
chrX	5057037	5057232	9	43	50	15	32	14	28	25	19	25	8	18
chrX	5084759	5085754	68	291	318	171	251	140	176	177	168	179	97	83
chrX	5199707	5200109	8	29	31	31	72	35	28	24	30	30	16	9
chrX	5608398	5608713	49	164	174	69	104	68	84	99	76	118	52	46
chrX	5689613	5689980	28	130	134	52	63	34	37	54	52	51	32	39
chrX	5769122	5769555	12	55	61	24	41	30	27	23	23	25	10	16
chrX	5819805	5820618	68	228	203	90	143	96	100	152	92	145	52	69
chrX	5915750	5916419	71	249	267	113	159	99	107	149	119	146	64	80
chrX	5916678	5917411	90	400	387	104	173	120	86	175	98	182	57	94
chrX	6305356	6306186	65	159	203	92	140	86	106	105	125	105	45	67
chrX	6744370	6746158	77	285	323	144	219	152	219	184	215	185	89	90
chrX	6746336	6747547	77	362	393	141	218	135	163	207	141	223	67	81
chrX	6861332	6862063	17	40	50	25	36	26	21	29	17	28	10	11
chrX	6979508	6979910	27	75	79	79	86	74	72	57	74	53	36	32
chrX	6984751	6986267	80	344	402	169	267	181	175	160	175	184	99	85
chrX	6997401	6998705	158	594	571	228	324	243	261	293	287	327	101	122
chrX	7000118	7000712	11	48	41	17	17	17	18	24	20	26	7	6
chrX	7004158	7005084	39	90	126	54	88	69	64	70	83	73	41	34
chrX	7008060	7009322	141	438	486	167	274	193	217	245	260	287	88	117
chrX	7066143	7066745	52	217	208	65	122	74	88	99	97	97	45	45
chrX	7110012	7110429	32	149	143	64	99	60	69	79	79	86	33	42
chrX	7159507	7159770	10	34	40	32	42	18	19	29	25	20	12	11
chrX	7204679	7205326	29	99	121	41	64	33	45	49	32	47	24	29
chrX	7299676	7302143	520	1739	1974	699	972	648	790	1229	821	1170	329	440
chrX	7306647	7308013	89	292	308	137	194	128	155	178	171	171	63	79
chrX	7324170	7324654	64	227	234	150	159	117	160	154	146	150	78	52
chrX	7336565	7339216	204	692	765	358	476	322	406	427	408	477	193	199
chrX	7377800	7378035	6	27	30	15	38	16	13	19	24	16	7	12
chrX	7445091	7446087	85	240	261	119	221	131	113	184	116	171	64	121
chrX	7448506	7449342	26	92	98	74	123	81	78	51	78	65	36	42
chrX	7605482	7606541	61	222	231	88	148	96	104	151	117	133	45	69
chrX	7612017	7612358	16	52	64	29	61	32	28	25	28	34	22	16
chrX	7969355	7969817	24	124	122	52	88	61	52	71	62	79	36	37
chrX	8194578	8195063	29	75	62	50	90	57	67	47	60	46	18	21
chrX	8252288	8253578	76	273	291	90	172	94	133	161	128	201	86	82
chrX	8398557	8399201	46	127	126	58	77	49	65	52	59	75	39	34
chrX	8437500	8438103	37	138	128	68	123	83	94	81	86	74	35	25
chrX	8490801	8492159	92	342	390	255	319	203	231	231	226	212	111	98
chrX	8517022	8517857	57	120	139	50	86	58	83	85	69	85	34	46
chrX	8518198	8518812	35	121	117	71	82	54	82	72	61	77	20	41
chrX	8681198	8681912	22	88	100	42	65	35	43	50	50	47	17	28
chrX	8838001	8838694	112	417	504	193	235	151	213	317	245	341	80	152
chrX	8863648	8864172	40	161	165	63	103	71	89	89	89	95	34	45
chrX	8889152	8889528	12	50	58	35	63	31	49	43	48	30	18	15
chrX	8889807	8890141	5	52	54	17	31	21	26	20	26	28	16	16
chrX	8895135	8896428	23	84	74	110	152	91	99	46	109	46	43	18
chrX	8916284	8916699	12	39	54	37	46	35	38	27	30	38	13	9
chrX	9192154	9193957	192	611	651	342	520	301	325	322	390	338	226	215
chrX	9490241	9490515	10	30	30	23	42	22	22	21	17	24	15	9
chrX	9497925	9498092	7	25	26	16	37	14	23	19	17	22	13	13
chrX	9503522	9503841	25	46	74	29	48	41	30	42	40	48	14	14
chrX	9580321	9581187	16	64	73	25	24	22	24	38	24	45	11	25
chrX	9581741	9582394	68	268	263	103	156	101	137	163	115	165	48	65
chrX	9599306	9600849	194	616	667	264	398	237	347	413	337	389	160	204
chrX	9884234	9884864	23	89	92	9	23	14	17	46	5	36	5	20
chrX	9886280	9886542	7	28	30	1	3	2	1	14	1	16	0	8
chrX	9970956	9971343	12	66	60	20	26	20	17	34	14	23	6	21
chrX	10016410	10016904	81	244	240	96	132	86	94	115	81	151	42	61
chrX	10017831	10018292	20	85	66	33	48	37	28	52	40	43	14	32
chrX	10025252	10025580	18	92	88	40	58	29	39	65	40	53	18	27
chrX	10116359	10116776	34	120	119	53	83	60	68	78	74	78	40	29
chrX	10260286	10260495	15	41	37	33	35	26	29	18	19	20	17	8
chrX	10539186	10539423	15	49	62	12	12	13	11	27	16	33	4	10
chrX	10740308	10740534	19	56	85	32	51	42	33	36	44	33	19	25
chrX	10742016	10742580	30	101	139	43	69	61	47	38	55	59	18	39
chrX	10785329	10786244	56	187	194	138	226	149	131	104	140	110	87	51
chrX	10789046	10789294	7	39	49	18	30	18	18	21	23	18	10	10
chrX	10932560	10933164	64	203	176	137	177	120	129	130	144	144	62	65
chrX	10936938	10937166	9	38	43	17	30	14	13	18	15	25	12	10
chrX	10940666	10940908	52	120	163	55	117	77	72	77	70	85	42	43
chrX	11485123	11485481	7	23	21	10	19	9	14	12	15	12	5	5
chrX	11622473	11623429	74	307	319	152	182	123	141	173	165	177	65	77
chrX	11684636	11685970	102	385	416	168	277	160	185	227	220	227	101	106
chrX	11716348	11716904	8	41	39	12	29	11	19	16	25	20	4	11
chrX	11804830	11806034	84	330	343	130	187	116	147	196	157	170	85	95
chrX	11913653	11914437	30	121	130	57	83	59	77	60	75	74	21	24
chrX	11914827	11915801	63	272	266	116	153	86	128	168	131	162	47	57
chrX	11917146	11917515	21	79	79	39	40	35	40	40	41	35	12	17
chrX	11918388	11918821	45	99	125	58	65	42	53	69	58	73	36	42
chrX	12003883	12004376	66	248	277	104	151	97	125	133	108	147	48	76
chrX	12225914	12227284	44	139	139	66	73	45	60	109	56	94	22	35
chrX	12474700	12475363	21	46	47	39	31	21	13	24	20	25	17	20
chrX	12499245	12500143	40	120	129	58	58	30	41	66	31	66	26	46
chrX	12574627	12576031	19	63	64	26	36	25	39	37	25	33	15	13
chrX	12667055	12667387	8	29	27	15	18	9	10	17	18	14	7	14
chrX	12676535	12676706	17	49	57	56	52	41	47	30	41	26	27	16
chrX	12747784	12748386	106	315	296	233	292	190	211	181	230	185	108	67
chrX	12750703	12752311	178	546	563	322	426	274	342	314	350	318	154	151
chrX	12754866	12755628	44	123	134	26	36	22	31	65	24	73	19	30
chrX	12891557	12892385	12	39	51	17	27	16	19	30	27	32	12	12
chrX	13137412	13138494	73	281	286	141	186	122	148	157	144	158	74	86
chrX	13251352	13252024	39	152	195	52	88	44	59	97	54	82	32	38
chrX	13332324	13332683	45	136	157	112	152	67	90	80	125	88	40	37
chrX	13375458	13375810	20	64	71	13	24	9	16	37	11	43	4	20
chrX	13396066	13396508	59	238	252	121	147	131	132	168	106	165	52	76
chrX	13625509	13625711	54	182	165	91	143	100	120	112	117	136	57	44
chrX	13641741	13642390	61	132	139	75	123	80	69	102	77	69	36	39
chrX	13754444	13754873	16	73	62	24	48	32	30	31	40	21	16	17
chrX	13828016	13828318	24	74	84	42	68	21	31	31	40	29	20	21
chrX	13890008	13891538	123	432	489	171	264	175	240	283	224	297	108	115
chrX	13980557	13980995	26	91	76	32	52	42	38	49	31	40	14	27
chrX	13984971	13985216	9	25	29	13	33	22	26	20	20	30	10	17
chrX	14116535	14116835	26	110	106	43	84	50	58	58	62	69	34	31
chrX	14122905	14123622	31	161	149	36	57	44	47	93	50	95	18	39
chrX	14163943	14164163	4	19	26	9	15	12	18	17	11	21	7	4
chrX	14211643	14212571	25	119	98	22	39	28	35	49	23	56	13	27
chrX	14310523	14310843	1	32	24	26	38	19	12	10	23	13	8	16
chrX	14763964	14764207	25	72	65	10	23	12	9	60	15	58	8	21
chrX	14871023	14871493	16	80	97	35	41	24	34	70	42	55	25	19
chrX	14896740	14897024	4	15	23	7	21	13	11	11	12	11	5	6
chrX	14897932	14898383	20	87	83	60	71	53	41	41	44	62	18	30
