chr	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
chrX	14247842	14248158	CG12047	321.900862020564	359.985245924896	344.622648517916	326.508310136251	311.05671375344	257.604313127183	242.397678295114	295.619597748059	187.928177267524	255.369761421675	235.357223003706	180.236686817128	start	end	0.136853816650803	0.00276849329426441	0.0786949915567478	0.14254353949879	0.0582011964866079	0.410372216281427	0.0534240564842611	1	0.586182196800471	Ambig	Ambig	1.73904099795368	Conserved	NA	0.0581588250940552	57.5029571572318
chr2R	10533575	10533968	CG12052	374.303327930889	383.038488274766	334.304605149116	374.818213166614	371.915636009548	337.378552031085	268.961807423346	313.932316192629	293.851331727402	265.864409151333	287.354749016152	310.007101325461	start	end	0.00690178498940095	0.874521929805276	0.0155057927443943	0.74878486161971	-0.00858583382762006	0.891560654128662	1	1	0.938409609479988	Ambig	Ambig	0.445110101958257	Conserved	NA	-0.00860400775499335	64.313235378236
chrX	9192668	9193627	CG12056	160.950431010282	187.972591468172	171.279519922078	184.91031849553	177.505189913648	179.492037533779	159.38477476939	185.743287080639	242.598192472622	216.889386412929	175.149561305083	191.050888026156	start	end	-0.040817122496345	0.50442244740103	0.00787692930956742	0.895184267577784	-0.0487450258411708	0.563407659806167	1	1	0.721946754196713	Ambig	Ambig	5.18185715425528	Conserved	NA	-0.0486940518059124	13.9239750738776
chrX	9243824	9244146	CG12058	172.179530848209	150.732738441459	193.979215333438	221.559210449599	197.791497332351	202.759523880751	212.513033025854	232.833134509533	181.094425366887	220.387602322815	172.412849409691	191.050888026156	start	end	-0.185208662962128	0.00179347273319541	0.0703432327631064	0.222614269171521	-0.255703322687619	0.00196618041471175	0.0360522753666202	1	0.0120825700426315	P2	Ambig	2.63292794042963	Trans	NA	-0.255551895725234	21.5846223567048
chr3R	31499238	31499592	CG12063	110.419481739612	86.8929903956646	127.943737773119	88.2905124348025	84.5262809112609	103.041725250873	89.653935807782	70.6347711433415	51.2531392547794	101.448261386693	76.6279330709739	75.6994084631939	start	end	0.164613966507954	0.0442141572159053	-0.181906938557117	0.0498365589738008	0.346912789815685	0.00506622735567513	0.63616844868195	0.754966914070689	0.0251776147372946	P1	P2	0.904935060826538	Ambiguous	NA	0.346520905065071	34.4241774449674
chrX	8574335	8574407	CG12065	63.6315657482511	72.7063797188214	68.0990862340793	124.939404388871	82.8357552930357	83.0981655248979	73.0513551026372	88.9474895879115	78.5881468573283	66.4661022878332	93.0482044433254	54.0710060451385	start	end	-0.352509701126399	9.35520794140832e-05	0.118927257067899	0.206835706570629	-0.471991535329168	0.000293613177716257	0.00240356606134753	1	0.00261166433331342	P2	Ambig	2.96407829304548	Trans	NA	-0.471436958194298	20.144726593071
chr3R	30886621	30886904	CG12070	1373.69321350636	1221.82184454312	1229.91076956095	1077.81059519466	1134.34268982912	985.544243125289	1105.73187496264	1245.26485423076	1072.89904840005	1049.46477296579	1037.21380835354	991.301777494205	start	end	0.179211646733385	6.65504263564214e-11	0.106474062795296	1.8576680483421e-05	0.0727238008905162	0.0356016596680934	3.14105137343158e-09	0.00060930512215914	0.111424441385894	P1	P1	1.68314838401473	Cis	NA	0.072737583938089	59.4124682943729
chrX	8867548	8867858	CG12075	170.308014208554	147.186085772248	140.325389815678	161.58829634294	185.957818004774	162.8724044288	139.461677923216	159.582260731253	123.00753421147	118.939340936123	221.673663526746	133.375148244675	start	end	-0.108677046091999	0.0906548966885923	-0.115954241074192	0.0824820120849741	0.0072244653169566	0.940376985983023	1	1	0.964263075896621	Ambig	Ambig	0.937240803658602	Conserved	NA	0.00727719498219299	94.0946927057936
chrX	8588823	8590710	CG12081	363.074228092962	344.025308913447	311.604909737757	326.508310136251	316.128290608116	262.590203058677	282.243871987462	308.700110922752	420.275741889191	241.376897782131	311.985156074679	306.402367589118	start	end	0.118049903363731	0.00975541399760103	0.162186500034424	0.000466872645120362	-0.044103874721855	0.496499348890747	0.165748118265716	0.01203686503634	0.665380128441941	P1	Ambig	0.727865163491875	Ambiguous	NA	-0.044136596670693	78.6080194725972
chr3L	1496317	1496667	CG12084	224.581996758533	234.079076167913	249.696649524957	254.876384953298	278.936727007161	275.885909542661	212.513033025854	248.529750319165	174.26067346625	276.359056880991	224.410375422138	241.517160334952	start	end	-0.133650232819145	0.0091916838349495	-0.15556771887028	0.00390333557530065	0.0218733791523031	0.771811146337696	0.157376079752003	0.0818019460857032	0.866965945201248	P2	Ambig	0.859112891734237	Conserved	NA	0.021917486051135	87.6510912214686
chr3L	1501798	1501892	CG12085	883.355853916897	833.463377264538	804.807382766391	817.936634065811	784.403886856501	934.023380499852	936.385551770167	1033.36054080074	919.13963063571	906.037920660463	933.218756328646	973.278108812493	start	end	-0.00580933430833023	0.83426692973374	0.0267634211161221	0.314442263266817	-0.0325861722978116	0.397958622735837	1	1	0.573445044513364	Ambig	Ambig	0.217062470568485	Conserved	NA	-0.0325727554244523	45.1047281380207
chr3L	1516912	1517238	CG12086	310.671762182638	235.852402502518	307.477692390237	294.856994357736	265.412522061359	353.998185136065	288.88490426952	282.539084573366	276.766951975809	290.351920520535	333.878851237815	259.540829016665	start	end	-0.0681396451229692	0.151463625135565	-0.0410432362014959	0.3918165495611	-0.0270690347257818	0.687010609459558	1	1	0.813499927446697	Ambig	Ambig	1.66019182279992	Conserved	NA	-0.0270964089214733	60.2340034607263
chr3L	1533856	1534034	CG12090	456.650060075684	526.677921377804	456.057516900955	399.806094044388	490.252429285313	462.025800318432	395.141420782446	504.907808543145	433.943245690465	423.284125096201	467.977734112019	317.216568798146	start	end	0.0625333991397928	0.0994693986243654	0.0987789710919599	0.0129446802806592	-0.0362206181324323	0.507662922411501	1	0.235258276623194	0.673802482755578	Ambig	Ambig	0.633063884433219	Conserved	NA	-0.0362455719521671	73.1563083754916
chr3L	1534928	1536831	CG12091	553.968925337715	549.731163727674	590.192080695354	706.32409947842	755.664951346673	717.968150135118	547.885163269779	659.257864004521	615.037671057352	685.650318337648	711.5450928019	760.598818368281	start	end	-0.25223556045119	0	-0.16901868389455	9.73915172952644e-08	-0.0831945004512779	0.0666341604456353	0	4.50815699865605e-06	0.169682965175699	P2	P2	1.49235312120025	Cis	NA	-0.08321687655664	67.0082694098387
chrX	13159705	13161033	CG12096	344.359061696418	331.61202457121	245.569432177437	219.893351724414	180.886241150098	199.435597259755	235.756646013056	274.69077666855	273.35007602549	199.3983068635	218.936951631354	205.469822971526	start	end	0.42868304560313	4.73072616904203e-11	0.228240954804456	1.96271988816039e-05	0.200428895305047	0.00757406155001176	2.8384324570324e-09	0.000639974727538611	0.0345040581722758	P1	P1	1.87820387436778	Cis_+_Trans,opposing	Opposing	0.200442090798674	53.2423563622245
chr3L	1556271	1557714	CG12099	1031.2056684496	968.236178694548	932.75112053951	924.551592477648	831.738604166808	817.685948764995	773.680260859748	803.143508926142	898.638374933798	825.578954733086	892.168077897767	767.808285840966	start	end	0.130271598651428	1.43207178054102e-06	-0.00405824390719799	0.884185235732077	0.134350905622022	0.000621276069598985	4.69711836817099e-05	1	0.00483747301669952	P1	Ambig	32.1004852419957	Trans	NA	0.134329842558626	2.93250959012299
chr3L	141769	142879	CG1210	76.7321822258322	86.8929903956646	90.798781645439	73.2977839081379	109.884165184639	78.112275593404	99.6154842308688	65.4025658734643	64.9206430560538	111.942909116351	90.3114925479335	64.8852072541662	start	end	-0.0265549023690257	0.761004475780243	-0.149839016495746	0.094836376632043	0.123296544138324	0.328977861553021	1	1	0.506297893674561	Ambig	Ambig	0.177222882197572	Conserved	NA	0.12328411412672	54.8613426311615
chrX	11110040	11111411	CG12101	2842.8337756351	2996.92150548313	2866.35244785261	3065.18005434031	3306.66810924853	3176.0118863616	3024.99020447738	2911.72223268663	3027.3520919823	3417.75694395858	3442.78356440304	3413.68284831641	start	end	-0.0922778604738184	0	-0.136402450198876	0	0.0441174347029507	0.0340936952763033	0	0	0.108307332209467	P2	P2	0.676511751359865	Cis	NA	0.0441245897250576	75.5579054840484
chr3L	1602484	1602718	CG12104	190.894697244753	111.71955908014	130.007346446879	168.25173124368	147.075728785594	154.56258787631	122.859097218072	128.18902911199	112.756906360515	181.90722731407	142.30901856038	151.398816926388	start	end	-0.0825680312127866	0.214245940576897	-0.267896146848495	0.000108017178409803	0.185333580587474	0.0547262956631078	1	0.00313482198345546	0.147738477181065	Ambig	P2	0.308209103356316	Ambiguous	NA	0.185328115635708	59.108959741058
chrX	9193941	9194207	CG12106	129.134648136157	115.266211749351	84.6079556241591	139.932132915536	138.623100694468	132.957064839837	106.256516512927	120.340721207174	99.0894025592401	94.4518295669209	169.676137514299	129.770414508332	start	end	-0.223660807539918	0.00237672577103676	-0.190048409622871	0.0108237869631069	-0.033563879067694	0.747677580171729	0.0465528272894213	0.19965867365894	0.852261498857783	P2	Ambig	1.1768622951581	Ambiguous	NA	-0.033612397917047	84.971708594476
chrX	8689434	8690012	CG12108	170.308014208554	189.745917802778	200.170041354718	224.890927899969	196.100971714125	176.168110912784	166.025807051448	141.269542286683	184.511301317206	181.90722731407	169.676137514299	234.307692862267	start	end	-0.0637821286464076	0.277048269454063	-0.174966010678684	0.00410060751824903	0.111161882327869	0.191243803046032	1	0.0852113013356378	0.348666341916964	Ambig	P2	0.36454010924179	Conserved	NA	0.111183882032276	61.1448807550024
chrX	8603949	8606302	CG12109	381.789394489506	466.38482600122	412.721734751996	598.043282341398	606.898696942853	460.363837007934	395.141420782446	465.666269019066	386.106982386004	395.298397817113	470.714446007411	400.125444734025	start	end	-0.278130616091781	0	-0.0152730457858665	0.699907007528339	-0.262870033890463	1.45843842669358e-06	0	1	2.81392825856173e-05	P2	P2	18.210553414903	Trans	NA	-0.262857570305915	5.49132130812471
chrX	8559920	8560192	CG12112	52.4024659103244	69.1597270496106	111.434868383039	66.6343490073981	60.8589222561079	43.2110460729469	86.333419666753	62.7864632385258	64.9206430560538	55.9714545581753	35.577254640095	43.2568048361108	start	end	0.310957318004692	0.00188402770943743	0.462222438194669	1.86058370752997e-05	-0.151254742037259	0.309192118844083	0.0377017005067666	0.00060936002252944	0.484949264702256	Ambig	P1	0.672743883268016	Cis	NA	-0.151265120189977	75.3434086604351
chrX	8556595	8558761	CG12113	507.181009346354	519.584616039382	503.520516397435	484.764889028821	557.873454014322	541.800039222334	421.705549910678	570.310374416609	512.531392547794	496.746659203806	484.398005484371	486.639054406246	start	end	-0.0347430388307193	0.331301478995533	0.0246995057763325	0.503019868169798	-0.059472732149513	0.245378446420515	1	1	0.413003876464036	Ambig	Ambig	1.40662890769299	Conserved	NA	-0.0594425446070518	29.354532797563
chrX	8463304	8464997	CG12117	129.134648136157	120.586190753167	158.897867879518	343.1668973881	282.317778243611	219.37915698573	79.6923873846951	117.724618572236	146.925665863701	290.351920520535	284.61803712076	248.726627807637	start	end	-0.726314030444524	0	-0.872107288674455	0	0.145739057440077	0.0982853831750304	0	0	0.221003332235935	P2	P2	0.832826465134207	Cis	NA	0.145793258229931	85.6770625899246
chrX	9232002	9232373	CG12121	460.393093354993	430.918299309112	416.848952099515	479.767312853266	473.347173103061	491.941139907395	401.782453064504	434.273037399803	328.020091230588	503.743091023578	522.711972019858	403.730178470367	start	end	-0.0994851469900887	0.00901602338683793	-0.205827801239639	1.61672588872008e-07	0.106320543446814	0.0532227174818774	0.154726937463283	7.28592512175817e-06	0.145559402788459	P2	P2	0.483341639909281	Ambiguous	NA	0.10634265424955	65.9344270479071
chrX	9243158	9243204	CG12124	134.74919805512	218.119139156464	175.406737269598	229.888504075523	255.269368352008	194.449707328261	189.269420038651	177.894979175823	136.675038012745	153.921500034982	243.567358689881	180.236686817128	start	end	-0.251827977261228	1.25353839024456e-05	-0.136757538861353	0.024524341704631	-0.115045425999315	0.170705897711561	0.000360961038510265	0.411008617888916	0.325526157282599	P2	Ambig	1.84141934227506	Ambiguous	NA	-0.115070438399875	54.3059354836856
chrX	8436272	8436800	CG12125	159.078914370628	191.519244137383	177.470345943358	164.92001379331	191.02939485945	147.914734634318	106.256516512927	164.81446600113	160.593169664975	157.419715944868	164.202713723515	191.050888026156	start	end	0.0468564159875613	0.453811322523617	-0.171911535887054	0.00825141978084609	0.218921301635539	0.0153253423085261	1	0.157855115220516	0.0603809282546133	Ambig	Ambig	0.272561208564538	Conserved	NA	0.218767951874615	44.0032152371222
chr2R	10026840	10026875	CG12128	211.481380280952	280.185560867653	212.551693397278	296.522853082921	241.745163406206	260.928239748179	229.115613730998	227.600929239656	293.851331727402	262.366193241447	265.461053853017	201.865089235184	start	end	-0.126457984629363	0.014201942081487	0.0281616299606314	0.590276849662574	-0.154703688355721	0.0345297668519908	0.230520976961304	1	0.109273909833376	Ambig	Ambig	4.49043556094392	Conserved	NA	-0.154619614589994	15.4072864696089
chr2R	10033293	10033551	CG12129	127.263131496502	118.812864418562	136.198172468159	138.266274190351	123.408370130441	113.013505113861	112.897548794985	94.1796948577887	123.00753421147	115.441125026237	95.7849163387174	118.956213299305	start	end	0.0199820456170749	0.785820405124335	-0.000277505401891738	0.994817343292885	0.0202886898624027	0.851279470320579	1	1	0.915099274936993	Ambig	Ambig	72.0059699049405	Conserved	NA	0.0202595510189666	1.3512423406983
chrX	9282792	9283099	CG12132	160.950431010282	132.999475095405	138.261781141919	226.556786625153	213.006227896378	194.449707328261	106.256516512927	133.421234381867	102.506278509559	153.921500034982	191.569832677435	173.027219344443	start	end	-0.383073270009259	0	-0.415540727575106	2.61525912037541e-10	0.032382815067054	0.731686104555708	0	1.52596489363786e-08	0.846101714350716	P2	P2	0.921866966553889	Cis	NA	0.032467457565847	92.7529320573391
chrX	9318991	9319244	CG12135	303.18569562402	287.278866206075	245.569432177437	336.50346248736	299.223034425864	335.716588720587	308.808001115693	295.619597748059	300.685083628039	398.796613726999	399.559936727221	385.706509788654	start	end	-0.150056901605387	0.00143275806629006	-0.268589827010848	0	0.118512343909908	0.0671131116440308	0.0293060302544394	0	0.170306644559334	P2	P2	0.558684233410398	Cis	NA	0.118532925405461	69.3810491205664
chrX	9607628	9608292	CG12141	1641.32009297695	1610.1803118217	1510.5615491923	1672.52216008569	1563.73619685833	1696.86454001841	1563.96310242464	1697.85061007513	1787.02612201664	1563.70251171902	1658.44740860751	1499.56923431851	start	end	-0.0352770857448764	0.0826559105765121	0.066964903726033	0.000973720145622426	-0.102258249808589	0.000370386111506527	1	0.0235438907224957	0.00313976207193304	Ambig	P1	0.526799618636086	Compensatory	Opposing	-0.102241989470909	39.5757539547113
chrX	9319491	9319684	CG12149	181.537114046481	138.319454099221	142.388998489438	138.266274190351	202.863074187026	152.900624565812	156.064258628361	170.046671271007	140.091913963064	164.41614776464	194.306544572827	180.236686817128	start	end	-0.0664233605205652	0.303452587784355	-0.144938601412609	0.0216036556750963	0.0784834420921492	0.387515925765822	1	0.367899905419169	0.565856509201154	Ambig	P2	0.458286197556662	Conserved	NA	0.0785152408920438	64.8628817109363
chrX	7734018	7734402	CG12151	243.297163155078	269.545602860021	251.760258198717	341.501038662915	297.532508807638	339.040515341583	232.436129872027	290.387392478182	232.347564621666	318.337647799622	284.61803712076	299.192900116433	start	end	-0.246163894085631	2.88683891902508e-07	-0.177775392539235	0.000300409950137137	-0.0683578144638051	0.320705062786399	1.03573222837214e-05	0.00805419643200582	0.496876667238345	P2	Ambig	1.38469048257791	Cis	NA	-0.068388501546396	72.2183052878558
chrX	7722133	7722259	CG12153	241.425646515423	212.799160152648	222.869736766078	204.900623197749	192.719920477675	177.830074223281	189.269420038651	204.056005525209	191.345053217843	188.903659133842	229.883799212922	219.888757916896	start	end	0.162584944673279	0.00410553506482675	-0.0882807687579042	0.122254680563919	0.251011470747049	0.00183642352208159	0.07604821573699	1	0.0115703465745073	P1	Ambig	1.84168020918737	Ambiguous	NA	0.250865713431183	26.0302770024559
chrX	7728758	7729374	CG12155	291.956595786093	347.571961582658	286.841605652637	358.159625914765	317.818816226341	319.096955615608	245.718194436143	306.084008287813	280.183827926127	283.355488700763	331.142139342423	277.564497698378	start	end	-0.0714983114357451	0.116736930305831	-0.0696693068062134	0.147588980599483	-0.00185899655339953	0.975314062831061	1	1	0.986213526346321	Ambig	Ambig	1.02625266007912	Conserved	NA	-0.0018290046295317	97.4418911540653
chrX	7737872	7738135	CG12157	194.637730524062	203.932528479621	165.088693900798	251.544667502928	197.791497332351	234.336826780212	146.102710205274	151.733952826437	160.593169664975	230.882250052473	224.410375422138	219.888757916896	start	end	-0.192954757046795	0.000664320045459244	-0.387095569784432	0	0.194127505740965	0.0195145247805028	0.0146855372038866	0	0.0723250183955358	Ambig	P2	0.4984680066327	Cis	NA	0.194140812737637	66.5986475424625
chrX	13667427	13667808	CG12176	52.4024659103244	49.6531373689512	49.5266081702395	51.6416204807335	77.7641784383601	53.1828259359346	53.1282582564634	68.0186685084029	61.5037671057352	34.9821590988596	27.3671189539192	46.8615385724533	start	end	-0.18595866871415	0.0894096719640791	0.514192358160941	1.3700741008512e-05	-0.701318990852294	1.38553662731855e-05	1	0.000461669917510474	0.000206570915345675	Ambig	P1	0.361651949436295	Compensatory	Opposing	-0.700151026875091	42.3432419937532
chrX	4632817	4633824	CG12179	142.235264613738	124.132843422378	148.579824510718	243.215373877003	189.338869241224	209.407377122743	122.859097218072	122.956823842113	112.756906360515	181.90722731407	199.77996836361	191.050888026156	start	end	-0.436293793677056	0	-0.468213629142546	0	0.0318396390075083	0.732382674470938	0	0	0.84622287001838	P2	P2	0.931826342765917	Cis	NA	0.03191983546549	93.6177365194896
chr3L	654360	654477	CG12189	84.21824878445	111.71955908014	55.7174341915194	91.6222298851723	99.7410114752879	111.351541803363	49.8077421154344	73.2508737782801	78.5881468573283	111.942909116351	73.891221175582	86.5136096722216	start	end	-0.184625568665634	0.0298275873431428	-0.300442711225339	0.00111069077140491	0.115779435024928	0.360360754055735	0.452359970567301	0.0266522946451781	0.539718389635987	Ambig	P2	0.614511724756606	Ambiguous	NA	0.115817142559705	72.176720501249
chr2R	22670751	22671245	CG12190	164.693464289591	175.559307125935	187.788389312158	166.585872518495	191.02939485945	212.731303743739	202.551484602767	185.743287080639	222.096936770711	171.412579584412	213.46352784057	173.027219344443	start	end	-0.0769987946111482	0.201343651280354	0.0898477287774515	0.125738339072121	-0.16696651381866	0.0467577531966998	1	1	0.132640372311503	P2	Ambig	0.856992109415147	Conserved	NA	-0.1668465233886	35.0018467571025
chr2R	24778874	24779914	CG12196	132.877681415465	143.639433103037	134.134563794399	134.934556739981	172.433613058972	129.633138218841	122.859097218072	128.18902911199	119.590658261152	101.448261386693	142.30901856038	97.3278108812493	start	end	-0.0621099488118317	0.36479056339175	0.0830105518934612	0.269954956971843	-0.14526879627222	0.152532313365555	1	1	0.303215750205467	Ambig	Ambig	0.748217514461847	Conserved	NA	-0.145120500705293	36.3872217078064
chrX	19362966	19363021	CG12199	436.063377039485	425.598320305296	456.057516900955	436.454985998457	463.20401939371	563.405562258808	408.423485346562	455.201858479312	396.35761023696	465.262716014832	613.023464567791	493.848521878931	start	end	-0.104580285095025	0.00581347069937355	-0.221280063141341	2.48987341855411e-09	0.116679379204913	0.029738584190655	0.104015635419639	1.37672218169277e-07	0.0976633843055046	P2	P2	0.472615036394965	Ambiguous	NA	0.116699778046316	65.47137911059
chrX	19480152	19480678	CG12202	847.797037763463	867.15657762204	858.461208284151	867.91239582136	868.930167767762	939.009270431346	800.24438998798	949.645256482702	809.799600225514	878.052193381376	933.218756328646	785.831954522679	start	end	-0.0390104344483236	0.157328842007822	-0.0144961857361901	0.601181306477087	-0.0245025661470441	0.530728707534569	1	1	0.696359120977892	P2	Ambig	2.69108268604293	Conserved	NA	-0.0245142487121335	37.1597649223644
chrX	19492422	19492586	CG12203	187.151663965444	209.252507483437	160.961476553278	219.893351724414	209.625176659927	214.393267054237	199.230968461738	227.600929239656	263.099448174534	181.90722731407	207.990104049786	248.726627807637	start	end	-0.144270060948554	0.0123974642621987	0.0772158831180995	0.160599149459662	-0.221616342317917	0.00536727813756777	0.2046775764934	1	0.0263247436130427	P2	P1	1.86839876878565	Ambiguous	NA	-0.221485944066654	25.8504890465032
chrX	19493273	19494401	CG12204	110.419481739612	90.4396430648754	43.3357821489595	64.9684902822131	71.0020759654592	69.8024590409142	79.6923873846951	75.8669764132186	95.6725266089215	55.9714545581753	103.995052024893	86.5136096722216	start	end	0.17105208354709	0.0706380932944397	0.0190203072207022	0.834427273091569	0.152080075768349	0.244569600720642	0.95442938203652	1	0.412171247457267	Ambig	Ambig	8.99312937284801	Conserved	NA	0.152031776326388	11.119599847181
chr3R	14298789	14298987	CG12207	82.3467321447955	95.7596220686916	74.2899122553592	68.300207732583	77.7641784383601	78.112275593404	109.577032653956	104.644105397543	119.590658261152	73.4625341076051	90.3114925479335	90.1183434085641	start	end	0.118444986388528	0.197766072668599	0.273558629473676	0.000959280382922369	-0.155123654613497	0.209613503534176	1	0.0232200688597274	0.370083276657461	Ambig	P1	0.432978431776819	Ambiguous	NA	-0.155113643085148	63.8153309615185
chr2R	10252281	10252409	CG12210	232.068063317151	271.318929194626	274.459953610077	256.542243678483	243.435689024431	259.266276437681	222.47458144894	256.37805822398	276.766951975809	241.376897782131	216.200239735962	277.564497698378	start	end	0.0241624130045136	0.638074528469564	0.0274315025813978	0.598703401060807	-0.00324606864909236	0.962071258334344	1	1	0.978158920518316	Ambig	Ambig	0.880827177906722	Conserved	NA	-0.0032690895768842	89.3517051396603
chr3R	11967187	11967514	CG12213	282.599012587821	257.132318517783	222.869736766078	189.907894671085	163.980984967846	189.463817396767	235.756646013056	243.297545049287	252.848820323578	108.444693206465	142.30901856038	205.469822971526	start	end	0.33889983386944	5.04401103259643e-11	0.472605963995791	4.24691127297428e-11	-0.133666242216079	0.102074839899273	2.86834874213622e-09	3.49443951510805e-09	0.225648171773962	P1	P1	0.717087509865741	Cis	NA	-0.133706130126351	77.947639273147
chr2R	10156369	10158566	CG12214	95.4473486223766	70.933053384216	55.7174341915194	61.6367728318432	82.8357552930357	94.7319086983836	76.3718712436661	54.9381553337101	61.5037671057352	76.9607500174911	38.3139665354869	54.0710060451385	start	end	-0.0740872798228815	0.425138108387114	0.12964814166481	0.219300970466789	-0.204057836616804	0.145795084727929	1	1	0.294962453605309	Ambig	Ambig	0.571448837380372	Conserved	NA	-0.203735421487692	38.888582400058
chrX	6372651	6372841	CG12217	256.397779632659	278.412234533048	301.286866368957	351.496191014025	265.412522061359	327.406772168098	282.243871987462	217.136518699902	211.846308919755	314.839431889736	276.407901434584	313.611835061803	start	end	-0.121654505141883	0.0102325766571669	-0.240727618549243	1.36824766383548e-06	0.119046793653055	0.0852042978362077	0.172927708046239	5.39811103452119e-05	0.200670837490011	Ambig	P2	0.505361644314184	Ambiguous	NA	0.11907311340736	66.9058167948024
chrX	9163266	9163290	CG12218	149.721331172355	120.586190753167	202.233650028478	114.944252037762	108.193639566414	106.365651871869	149.423226346303	151.733952826437	105.923154459877	122.437556846009	117.678611501853	79.3041421995364	start	end	0.360434831627513	3.78313973720689e-07	0.242405025950599	0.00113326248247626	0.118005123790133	0.256107961106501	1.33569147147503e-05	0.0270767134434256	0.425133281815616	P1	P1	1.48691154489911	Cis	NA	0.118029805676914	67.2534962439783
chrX	6301034	6301270	CG12219	147.849814532701	150.732738441459	127.943737773119	228.222645350338	185.957818004774	184.477927465273	159.38477476939	206.672108160147	167.426921565613	181.90722731407	164.202713723515	133.375148244675	start	end	-0.338932210710151	5.97669460589145e-08	0.106638937299987	0.0905932421638913	-0.445833117383942	5.23576052735564e-07	2.33306126332025e-06	1	1.14488630198177e-05	P2	Ambig	3.17831571930146	Trans	NA	-0.445571148010138	19.3112983874784
chrX	16336850	16337009	CG12223	1014.36201869271	1129.60887514364	1293.88263844751	1784.13469467308	1643.19090091491	1427.62648371775	1145.57806865499	1056.90546451518	956.725266089215	1644.1614776464	1434.03703318537	1139.09586068425	start	end	-0.345115499484392	0	-0.288812048375185	0	-0.056318418536378	0.0823141006489547	0	0	0.196356545548052	P2	P2	1.19494841515775	Cis	NA	-0.056303451109207	83.6856208448113
chrX	6267813	6267945	CG12225	638.187174122165	645.490785796365	608.764558759193	676.33864242509	613.660799415754	648.165691094203	674.064776628879	627.864632385258	563.784531802573	629.678863779473	692.388109534157	573.152664078468	start	end	-0.0238492542437679	0.459200907258045	-0.0156696060218921	0.629165827229114	-0.00816672001282524	0.856658183771359	1	1	0.917858984079154	Ambig	Ambig	1.5220072674736	Conserved	NA	-0.0081796482218758	65.702708611892
chrX	19567906	19569407	CG12230	144.106781253392	145.412759437643	134.134563794399	101.617382236282	98.0504858570627	104.703688561371	92.9744519488109	143.885644921622	129.841286112108	150.423284125096	95.7849163387174	118.956213299305	start	end	0.330570810304763	9.03667526080051e-06	0.00416042514485104	0.957489638347944	0.326553848227721	0.00192822462498841	0.000265033208412874	1	0.0119613745058383	P1	Ambig	79.4560168241168	Trans	NA	0.326410385159912	1.25855792924228
chrX	19521672	19521810	CG12233	159.078914370628	117.039538083956	173.343128595838	138.266274190351	157.218882494945	176.168110912784	156.064258628361	196.207697620393	123.00753421147	178.409011404184	202.516680259002	183.841420553471	start	end	-0.0481278462140466	0.463755185678047	-0.172437431983182	0.00543758751729762	0.124296043085619	0.17135676551452	1	0.109009549942984	0.326299094854935	Ambig	P2	0.279103241451314	Conserved	NA	0.124309585769135	58.1092383975055
chrX	19651402	19651925	CG12234	391.146977687779	411.411709628453	373.513169950556	378.149930616984	392.201943428251	463.68776362893	358.615743231128	439.50524266968	399.774486187279	458.266284195061	435.137191367316	389.311243524997	start	end	-0.0480707048854749	0.237256178711216	-0.0683728059191984	0.0883684805472331	0.0202802125668567	0.725430355309057	1	1	0.843015612192633	Ambig	Ambig	0.703067604718225	Conserved	NA	0.0203021010337235	77.1050213286358
chrX	19645845	19646046	CG12235	213.352896920606	221.665791825675	191.915606659678	186.576177220715	177.505189913648	162.8724044288	219.154065307911	232.833134509533	256.265696273897	132.932204575666	197.043256468219	191.050888026156	start	end	0.173652078203055	0.00326790630452654	0.30693053946044	7.91074343517829e-08	-0.133253601003541	0.10611300958644	0.0620680121185619	3.70043151911259e-06	0.232227303715445	P1	P1	0.565769957294969	Ambiguous	NA	-0.133278461257385	69.7238218573325
chrX	19641189	19642866	CG12237	282.599012587821	285.505539871469	253.823866872477	234.886080251078	290.770406334738	329.068735478596	235.756646013056	253.761955589042	269.933200075171	251.871545511789	301.038308493112	349.659172425229	start	end	-0.0390744386138071	0.422366232640674	-0.172579531983274	0.000440117567994891	0.133493709293923	0.0546244390484126	1	0.0114134253696109	0.147615373906318	Ambig	P2	0.226414095372527	Ambiguous	NA	0.133505093369467	56.3829469658557
chrX	19637617	19638352	CG12238	533.382242301516	500.078026358723	538.601863851354	578.052977639178	486.871378048863	495.265066528391	508.038969577431	599.087503400933	468.112005193651	489.750227384034	689.651397638765	511.872190560644	start	end	0.00756654065177389	0.834753118403871	-0.0710285346371703	0.0422536641928839	0.0786223263782398	0.117009203435844	1	0.65526730845943	0.25187214915148	Ambig	Ambig	0.106528181813485	Conserved	NA	0.0785950752889442	47.4714750380938
