chrom	start	end	Paste_locus	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	Simple_class	trans_reg_diff	perc_cis
chr2R	19080846	19081105	chr2R_19080846_19081105	389.064688488873	337.300992414476	290.273706866035	510.000796876245	477.995893580732	523.905291443444	376.89862683267	342.516024856877	318.682777851547	476.677835882625	502.942895591774	443.550771778343	19080846	19081105	-0.396818121735155	0	-0.3154454899328	0	-0.081344040048333	0.15681158461735	0	0	0.208404375018196	P2	P2	1.25796099294268	Cis	NA	Cis	-0.081372631802355	79.4937208395274
chr2R	19141520	19143605	chr2R_19141520_19143605	3138.45515381024	2780.85929301712	2754.06029197287	3203.44250537892	3139.56393738254	3244.83277281101	2939.80928929482	2727.89548368156	2708.80361173815	3448.90434197429	2990.47127108622	3932.81684310131	19141520	19143605	-0.100240148791112	0	-0.213623300882713	0	0.113375121330203	6.02460018299229e-08	0	0	2.27657702767451e-07	P2	P2	0.469237898566821	Cis_+_Trans,same	Reinforcing	Cis-trans	0.113383152091601	65.3269374165815
chr2R	19228791	19229132	chr2R_19228791_19229132	415.002334388131	427.247923725002	382.311711482095	557.813371583393	401.951092329252	304.203072451032	402.025201954848	366.981455203797	398.353472314434	322.458536038246	312.640178340832	413.980720326453	19228791	19229132	-0.0316009579685005	0.42925346911895	0.106791723165917	0.0121097773366658	-0.138447474094032	0.0177551008408605	1	0.110813666480475	0.0291183653790112	Ambig	Ambig	0.295912052279592	Ambiguous	NA	Ambiguous	-0.138392681134417	43.5556753581701
chr2R	19232219	19232420	chr2R_19232219_19232420	415.002334388131	322.309837196054	375.231864973167	286.875448242888	380.224006257401	253.50256037586	402.025201954848	403.679600724177	424.910370468729	350.498408737224	502.942895591774	236.560411615116	19232219	19232420	0.189327427692272	2.06478588632412e-05	0.121335856722761	0.00354768134579281	0.0679603842141545	0.266375572406372	0.00021992900517124	0.0341368428027997	0.330951468747311	Ambig	Ambig	1.56035843654085	Cis	NA	Cis	0.067991570969511	64.0878388312428
chr2R	19424952	19425601	chr2R_19424952_19425601	700.316439279971	577.159475909214	700.904804383841	717.18862060722	825.629270730356	574.605803518616	690.980815859894	721.730195234134	557.694861240207	588.837326678537	747.617817771555	857.531492104796	19424952	19425601	-0.0678758707339733	0.0298226265802477	-0.107432860128839	0.000532105446186204	0.0395389210697542	0.371544329941079	0.260531438206012	0.00544446493323522	0.437110976401269	Ambig	Ambig	0.631798042540923	Ambiguous	NA	Ambiguous	0.0395569893948657	73.088625151299
chr2R	19431237	19431554	chr2R_19431237_19431554	907.817606474036	891.973735496057	630.106339294564	844.688819826281	1086.35430359257	946.409558736543	615.60109049336	917.453638009493	743.593148320276	715.016753823938	774.803920235975	1182.80205807558	19431237	19431554	-0.169039957578695	0	-0.160280922290235	1.58148303341932e-08	-0.00877558686876514	0.822787501407617	0	2.07693779003915e-07	0.845470866108078	Ambig	Ambig	1.05464802150688	Cis	NA	Cis	-0.00875903528846	94.8183640046275
chr2R	19578440	19579343	chr2R_19578440_19579343	7029.10203869897	7413.12625550925	7667.47376916869	9976.89058889155	7962.97704533357	8940.19029592199	8517.90896641833	8942.11479179919	7887.39875182579	9659.7361447979	10004.4857069066	8604.88497249985	19578440	19579343	-0.195257653679785	0	-0.109067751874119	0	-0.086185223936347	0	0	0	0	P2	P2	1.79024184806837	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.086189901805666	55.8583747262404
chr2R	19616425	19617048	chr2R_19616425_19617048	311.251750791098	337.300992414476	375.231864973167	398.438122559566	401.951092329252	219.702218992412	314.082189027225	281.352448989578	185.898287080069	168.239236193868	285.454075876412	147.850257259448	19616425	19617048	0.00362397259271268	0.937088229905933	0.261443365204566	1.26816061052718e-06	-0.257860569772227	0.000222275370836522	1	1.48876731459411e-05	0.000510657368380488	Ambig	Ambig	0.0138614058531457	Compensatory	Opposing	Cis-trans	-0.257819392611853	50.348953640345
chr2R	19617472	19617835	chr2R_19617472_19617835	830.004668776262	1064.3720205079	1154.01498095521	1625.62754004303	1194.98973395183	1132.31143634551	1067.87944269256	1149.87522630523	1115.38972248041	1219.73446240554	1046.66494488018	1301.08226388314	19617472	19617835	-0.259776512226685	0	-0.0679093554492946	0.004821115764444	-0.191858224887305	1.58484054768593e-08	0	0.0459462812903953	6.27492823207022e-08	Ambig	Ambig	3.82534203878066	Ambiguous	NA	Ambiguous	-0.19186715677739	26.1414532311666
chr2R	19646855	19648252	chr2R_19646855_19648252	2386.26342273175	2293.64674841843	2584.14397575861	3107.81735596462	2672.43158683773	2737.82765205929	2198.57532319057	2458.77574986544	2522.90532465808	2719.86765180086	2800.16855383528	3341.41581406352	19646855	19648252	-0.159226207686892	0	-0.210335866011386	0	0.0511006134803681	0.023988912378388	0	0	0.0382702493196073	P2	P2	0.757009304719684	Cis_+_Trans,same	Reinforcing	Cis-trans	0.051109658324494	80.4511251610361
chr2R	19663343	19663624	chr2R_19663343_19663624	337.189396690356	472.221389380266	403.551251008878	589.688421388158	662.67612519147	490.104950059996	477.404927321381	269.119733816118	292.125879697251	546.77751763007	489.349844359563	739.251286297238	19663343	19663624	-0.362189116920638	0	-0.536045344481516	0	0.173830454318256	0.00131827039661129	0	0	0.0026494650127972	P2	P2	0.675668804233271	Cis_+_Trans,same	Reinforcing	Cis-trans	0.173856227560878	75.5098122883864
chr2R	19704696	19705038	chr2R_19704696_19705038	181.563521294807	284.831949150002	261.954320830324	494.063271973862	445.405264472955	405.604096601376	226.139176099602	318.050594509957	398.353472314434	350.498408737224	217.488819715362	266.130463067006	19704696	19705038	-0.613367947758128	0	0.122141435813775	0.0101858899745691	-0.735730636850277	0	0	0.0939278373260508	0	P2	Ambig	5.02178432463582	Trans	NA	Trans	-0.735509383571903	14.2413944058566
chr2R	19835809	19836179	chr2R_19835809_19836179	363.127042589615	412.256768506581	424.790790535661	462.188222169097	619.221953047767	557.705632826891	288.955613905047	391.446885550717	398.353472314434	490.697772232114	584.501202985034	354.840617422674	19835809	19836179	-0.311632946127869	0	-0.281822722610646	0	-0.0298490619756677	0.588254014302509	0	0	0.640065886764049	P2	Ambig	1.1057765081576	Cis	NA	Cis	-0.029810223517223	90.4341874350502
chr2R	19903472	19903998	chr2R_19903472_19903998	311.251750791098	464.725811771055	453.110176571372	462.188222169097	423.678178401104	405.604096601376	414.588489515937	391.446885550717	265.568981542956	364.518345086713	611.687305449454	709.681234845349	19903472	19903998	-0.0494880029158982	0.213461350778467	-0.453034693986154	0	0.403571596880338	6.53660353518218e-11	1	0	3.12021234691809e-10	Ambig	Ambig	0.109236673422214	Compensatory	Opposing	Cis-trans	0.403546691070256	52.8886924102746
chr2R	19968278	19968823	chr2R_19968278_19968823	933.755252373295	734.566605702635	672.58541834813	780.93872021675	966.855330197391	878.808875969647	703.544103420983	880.755492489113	982.605231708936	967.375608114739	1019.47884241576	975.811697912354	19968278	19968823	-0.115135653361902	5.06302507039535e-05	-0.143382296663418	9.80144312379139e-08	0.0282419029517404	0.473380933235932	0.000525240181196018	1.23042010660195e-06	0.537634854921696	Ambig	Ambig	0.802997692470895	Cis	NA	Cis	0.028246643301516	83.5420277563404
chr2R	19981482	19982134	chr2R_19981482_19982134	855.94231467552	1206.7879950829	1104.45605539272	1099.6892182644	1401.39705163442	1267.5128018793	942.246567081674	1039.78078974409	1221.6173150976	1051.49522621167	1073.8510473446	1005.38174936424	19981482	19982134	-0.173849847219485	0	0.0229889202892098	0.362631552006553	-0.196866115480308	1.35857869398848e-08	0	1	5.40793460713861e-08	P2	Ambig	7.56233198568634	Trans	NA	Trans	-0.196838767508695	10.4577000829597
chr2R	19998617	19998919	chr2R_19998617_19998919	207.501167194065	217.371750667106	290.273706866035	159.375249023827	206.407317682589	287.302901759308	238.702463660691	122.327151734599	212.455185234365	182.259172543357	108.744409857681	177.420308711337	19998617	19998919	0.0907289582176269	0.0942286275695874	0.202269825743936	0.00113447132823004	-0.11151426557795	0.175656872135912	0.786394000293632	0.0113171494218425	0.229360883999121	P1	P1	0.448554092949511	Ambiguous	NA	Ambiguous	-0.111540867526309	64.4560016856235
chr2R	20041154	20041366	chr2R_20041154_20041366	466.877626186647	434.743501334213	481.429562607083	525.938321778628	499.722979652584	591.50597421034	464.841639760292	562.704897979155	610.808657548798	420.598090484669	489.349844359563	620.97108048968	20041154	20041366	-0.156338163187257	1.88794134907688e-05	0.0678009756096439	0.0569263330158042	-0.224200928708096	1.09328523334451e-05	0.000202173694513918	0.493701373207767	3.00836876289429e-05	P2	Ambig	2.30583943345234	Trans	NA	Trans	-0.224139138796901	23.2242752070813
chr2R	20060262	20060679	chr2R_20060262_20060679	1115.3187736681	764.548916139478	729.224190419552	1227.18941748346	1194.98973395183	980.209900119991	866.86684171514	746.195625581054	1009.16212986323	1149.6347806581	937.920535022497	1153.23200662369	20060262	20060679	-0.265485640022368	0	-0.211771212727221	0	-0.0536978657352075	0.146169874691685	0	0	0.195848524913696	P2	P2	1.25364366857707	Cis	NA	Cis	-0.053714427295147	79.7674829830264
chr2R	20078870	20079229	chr2R_20078870_20079229	570.62820978368	509.699277426318	509.748948642793	637.500996095306	716.993840371099	794.308022511027	489.96821488247	489.308606938396	504.581064931616	686.97688112496	543.722049288404	857.531492104796	20078870	20079229	-0.301078918503305	0	-0.341593143361576	0	0.0404862641697942	0.395133465919373	0	0	0.463532821250194	P2	P2	0.881396258544374	Cis	NA	Cis	0.040514224858271	89.3971620994859
chr2R	20141188	20141453	chr2R_20141188_20141453	389.064688488873	224.867328276317	198.235702249975	462.188222169097	651.812582155544	591.50597421034	238.702463660691	256.887018642658	371.796574160138	392.558217785691	475.756793127353	502.690874682122	20141188	20141453	-0.741863405207325	0	-0.457773289010078	0	-0.284079781737411	2.91314760891836e-06	0	0	8.68647650659293e-06	P2	P2	1.6205912905307	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.284090116197247	61.7058727788502
chr2R	20306202	20306746	chr2R_20306202_20306746	1374.69523266068	1131.8322189908	984.098664740948	828.751294923898	1184.12619091591	1199.9121191124	954.809854642763	1052.01350491755	1115.38972248041	1079.53509891065	1033.07189364797	1744.63303566148	20306202	20306746	0.0829235220336542	0.000711405092910478	-0.211268605207159	0	0.294230379972165	6.87075028984647e-11	0.00695738614089415	0	3.12021234691809e-10	Ambig	Ambig	0.392502813905283	Ambiguous	NA	Ambiguous	0.294192127240813	41.7972340173636
chr2R	20603727	20603911	chr2R_20603727_20603911	155.625875395549	59.9646208736845	169.916316214264	143.437724121444	76.0448012514802	67.6006827668959	163.322738294157	73.3962910407594	185.898287080069	98.1395544464228	67.9652561610505	59.1401029037791	20603727	20603911	0.294677139767396	0.000142208193040885	0.6291789687078	2.73350959154875e-11	-0.334583021349823	0.00309362841833627	0.00143782981608512	6.69423761555551e-10	0.00583166736330055	Ambig	P1	0.468351859205657	Ambiguous	NA	Ambiguous	-0.334501828940404	65.2891465974281
chr2R	20631958	20632447	chr2R_20631958_20632447	933.755252373295	929.45162354211	977.018818232021	701.251095704837	684.403211263321	929.509388044819	791.487116348606	880.755492489113	876.377639091754	883.255990017805	801.990022700396	680.111183393459	20631958	20632447	0.20439466821224	6.48406548552267e-11	0.0746060449066385	0.00906642696526101	0.129774923621873	0.00119826996085585	8.89141733269423e-10	0.0839937170347407	0.00242015115246748	P1	Ambig	2.73965291241505	Trans	NA	Trans	0.129788623305602	36.5009741003463
chr2R	20632809	20633432	chr2R_20632809_20633432	1167.19406546662	936.947201151321	800.022655508829	796.876245119133	879.946985909985	929.509388044819	741.23396610425	782.893771101434	956.048333554641	799.136371920872	924.327483790286	1123.6619551718	20632809	20633432	0.10814127912666	6.25562888811269e-05	-0.137940643578605	4.96361125756906e-07	0.246124491373651	6.8832078394774e-11	0.000646715821971321	5.99187728012321e-06	3.12021234691809e-10	Ambig	P2	0.78396965768132	Ambiguous	NA	Ambiguous	0.246081922705265	35.9199317148043
chr2R	20851158	20851402	chr2R_20851158_20851402	389.064688488873	367.283302851318	368.15201846424	350.625547852418	510.58652268851	676.006827668959	414.588489515937	452.610461418016	504.581064931616	672.956944775471	530.128998056194	916.671595008575	20851158	20851402	-0.312532635156279	0	-0.435103172864248	0	0.122622741004943	0.0194214017929492	0	0	0.0314734179253327	Ambig	P2	0.71829546334701	Ambiguous	NA	Ambiguous	0.122570537707969	78.0211016972269
chr2R	20913831	20914710	chr2R_20913831_20914710	3527.51984229911	3110.66470782239	3122.21231043711	3187.50498047653	3030.92850702328	3194.13226073583	3555.41037978818	3633.11640651759	3452.39676005843	3687.2432599156	3289.51839819484	3459.69601987107	20913831	20914710	0.0362636259328595	0.012549559027465	0.0194041574915328	0.162067812306961	0.0168541620746406	0.40253550956996	0.112935566400587	1	0.47154159692481	Ambig	Ambig	1.86885856542256	Conserved	NA	Conserved	0.0168594684413267	53.508597092466
chr2R	20916244	20916758	chr2R_20916244_20916758	1011.56819007107	951.938356369742	969.938971723093	828.751294923898	1010.30950234109	878.808875969647	992.49971732603	917.453638009493	876.377639091754	771.096499221894	992.292739951337	650.54113194157	20916244	20916758	0.0763130190486133	0.00422337823268334	0.143473204177361	2.43158761198234e-07	-0.0671437687460429	0.0809779042399437	0.0391872202561962	2.99583942381034e-06	0.116494528906586	Ambig	Ambig	0.53189736359603	Cis	NA	Cis	-0.0671601851287477	68.1151286840163
chr2R	20921890	20922148	chr2R_20921890_20922148	285.31410489184	329.805414805265	353.992325446384	414.375647461949	499.722979652584	490.104950059996	213.575888538513	403.679600724177	424.910370468729	420.598090484669	285.454075876412	591.401029037791	20921890	20922148	-0.370790841870568	0	-0.219035170014365	1.18913422664235e-07	-0.151732542112827	0.00993093509709664	0	1.48033494122732e-06	0.0172895260713784	P2	Ambig	1.69283700807615	Ambiguous	NA	Ambiguous	-0.151755671856203	59.0724325631601
chr2R	20961435	20961758	chr2R_20961435_20961758	959.692898272553	944.442778760531	736.304036928479	1434.37724121444	1303.62516431109	1470.31485017999	816.613691470784	990.849929050252	1009.16212986323	1037.47528986218	965.106637486917	1153.23200662369	20961435	20961758	-0.466094503382479	0	-0.11368392180342	1.14589917432628e-05	-0.352407243564261	0	0	0.000127986149240863	0	P2	Ambig	4.0999157663512	Ambiguous	NA	Ambiguous	-0.352410581579059	24.3907450052314
chr2R	20974421	20974767	chr2R_20974421_20974767	804.067022877004	427.247923725002	424.790790535661	924.376444338194	706.130297335173	625.306315593788	489.96821488247	574.937613152615	690.479352011685	588.837326678537	652.466459146085	709.681234845349	20974421	20974767	-0.309070078390941	0	-0.105623780074733	0.00131155648588233	-0.203434849910875	1.02604749914192e-05	0	0.0130401586592733	2.85206423490296e-05	P2	P2	2.92614104676297	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.203446298316208	34.174702586748
chr2R	20996243	20996576	chr2R_20996243_20996576	285.31410489184	254.849638713159	198.235702249975	223.125348633357	238.997946790366	169.00170691724	288.955613905047	195.723442775358	345.239676005843	280.398726989779	203.895768483151	325.270565970785	20996243	20996576	0.15691161673271	0.00377685865790703	0.0247837083648028	0.618160370510964	0.132122889226598	0.0720757077555592	0.0351532961103621	1	0.105539429213497	P1	Ambig	6.3312404432402	Ambiguous	NA	Ambiguous	0.132127908367907	15.794693140547
chr2R	21036769	21036963	chr2R_21036769_21036963	492.815272085906	322.309837196054	368.15201846424	780.93872021675	695.266754299247	743.607510435855	376.89862683267	305.817879336498	318.682777851547	504.717708581603	638.873407913874	680.111183393459	21036769	21036963	-0.629108552624493	0	-0.599406675946259	0	-0.0297550852343685	0.574973680888265	0	0	0.630318741080718	P2	P2	1.04955212858006	Cis	NA	Cis	-0.029701876678234	95.2787358311495
chr2R	21038503	21038775	chr2R_21038503_21038775	337.189396690356	517.194855035529	545.148181187432	589.688421388158	586.63132393999	574.605803518616	452.278352199203	477.075891764936	610.808657548798	476.677835882625	394.198485734093	739.251286297238	21038503	21038775	-0.223988567335136	0	-0.0443477579799579	0.21268244652903	-0.17963343578826	0.000377382405107207	0	1	0.000838627566904905	P2	Ambig	5.05073035341185	Trans	NA	Trans	-0.179640809355178	19.7991167618854
chr2R	21047539	21048484	chr2R_21047539_21048484	4331.58686517612	4669.74485053818	4290.38698441018	3777.19340186469	3715.3317182866	3836.33874702134	4560.4733846753	4293.68302588443	4010.09162129863	3953.62205055589	3901.2057036443	3962.3868945532	21047539	21048484	0.159766257126482	6.92684384344824e-11	0.0848671051744034	7.03620559501947e-11	0.074892468252493	3.77865263024236e-05	8.89141733269423e-10	9.75501675742536e-10	9.74369546163124e-05	P1	P1	1.88254632696802	Cis_+_Trans,opposing	Opposing	Cis-trans	0.0748991519520786	53.1195426999437
chr2R	21057189	21057787	chr2R_21057189_21057787	1452.50817035846	1843.9120918658	2031.91594806225	1928.4405131883	2096.66380593367	1994.22014162343	1633.22738294157	1871.60542153936	2151.10875049794	1920.73127987999	1916.62022374162	2247.3239103436	21057189	21057787	-0.12196509121957	0	-0.07307114139023	7.85907438896061e-05	-0.0488836278215238	0.0639777652409941	0	0.0008522954083378	0.0946963312231321	Ambig	P2	1.66912804287846	Cis	NA	Cis	-0.04889394982934	59.9115211242554
chr2R	21068131	21068598	chr2R_21068131_21068598	1997.19873424288	1349.2039696579	1217.73359953556	1147.50179297155	1412.26059467035	1233.71246049585	1294.01861879217	1247.73694769291	2337.00703757801	1626.31261654072	1345.7120719888	1389.79241823881	21068131	21068598	0.184816742748738	6.6833571237177e-11	0.111759427873318	8.20433496820752e-08	0.07304361969624	0.0161981630793844	8.89141733269423e-10	1.03427348209091e-06	0.026877898720886	Ambig	Ambig	1.65370158263724	Ambiguous	NA	Ambiguous	0.07305731487542	60.4704023083326
chr2R	21075271	21076561	chr2R_21075271_21076561	2801.26575711988	2998.23104368423	3008.93476629427	4605.94469678859	3965.19320811289	4241.94284362272	3040.31558978353	3033.71336301806	2894.70189881822	4388.24007739005	4580.8582652548	3725.82648293808	21075271	21076561	-0.37471905207731	0	-0.347401667446899	0	-0.0273098237905812	0.163557084866758	0	0	0.216317434823777	P2	P2	1.07863342980237	Cis	NA	Cis	-0.027317384630411	92.709902397817
chr2R	21140166	21140904	chr2R_21140166_21140904	1582.19639985475	1454.14205618685	1536.32669243731	2534.06645947884	2194.435693257	2044.9206536986	1432.21478196414	1125.40979595831	1380.95870402337	2299.26956131619	2229.26040208246	1596.78277840203	21140166	21140904	-0.392864309982954	0	-0.441527475793166	0	0.0486455135105455	0.0834887150207831	0	0	0.118649473686382	P2	P2	0.889784512905357	Cis	NA	Cis	0.048663165810212	90.0726040686868
chr2R	21141770	21142324	chr2R_21141770_21142324	1711.88462935104	1491.6199442329	1465.52822734803	1482.18981592159	1412.26059467035	1504.11519156343	1520.15779489177	1541.32211185595	1380.95870402337	1668.37242558919	1658.35225032963	1508.07262404637	21141770	21142324	0.059645832540924	0.00464660014244995	-0.0846175541898136	4.76258265313945e-05	0.144284034935992	1.11463613979924e-06	0.0429142343754045	0.000523135237234432	3.58432013582501e-06	Ambig	P2	0.704887220057517	Ambiguous	NA	Ambiguous	0.144263386730738	36.9701181100902
chr2R	21146209	21146426	chr2R_21146209_21146426	622.503501582196	472.221389380266	566.387720714215	494.063271973862	630.085496083693	557.705632826891	603.037802932271	477.075891764936	796.706944628867	490.697772232114	502.942895591774	739.251286297238	21146209	21146426	-0.0123906861688866	0.718254381641752	0.079749144173747	0.0168587551944624	-0.092169576517441	0.0547061344711806	1	0.152403307705407	0.0822162880443467	Ambig	Ambig	0.155370772906245	Conserved	NA	Conserved	-0.0921398303426336	46.395729800661
chr2R	21362388	21363062	chr2R_21362388_21363062	674.378793380713	936.947201151321	842.501734562395	1099.6892182644	1086.35430359257	1098.51109496206	716.107390982072	880.755492489113	823.263842783163	813.15630827036	1046.66494488018	1094.09190371991	21362388	21363062	-0.291570153224755	0	-0.199266717745047	0	-0.0922869348005694	0.0158477798942478	0	0	0.026412966490413	P2	P2	1.46321551598901	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.092303435479708	68.3426323103255
chr2R	21523424	21525228	chr2R_21523424_21525228	2853.1410489184	3133.15144065002	3044.3339988389	2661.5666586979	3183.01810952624	2873.02901759308	3429.77750417729	2960.3170719773	2708.80361173815	3462.92427832378	3629.3446790001	2513.45437341061	21523424	21525228	0.0352841583332947	0.0194547653087899	-0.0541278139529546	0.000228034702209223	0.0894216813358254	2.19362220904399e-05	0.172479088178721	0.00239054231259956	5.84016302407816e-05	Ambig	Ambig	0.651867418181012	Compensatory	Opposing	Cis-trans	0.0894119722862493	37.7092758538406
chr2R	21541008	21543268	chr2R_21541008_21543268	7910.98199927375	7465.59529877372	7299.32175070444	9307.51454299147	8886.37820338725	9396.49490459854	8027.94075153586	8318.24631795273	6347.09865887664	9407.3772905071	9637.47332363696	8368.32456088474	21541008	21543268	-0.196162269256735	0	-0.189061965910283	0	-0.00709761965985718	0.578544789930609	0	0	0.633386819416688	P2	P2	1.0375554295771	Cis	NA	Cis	-0.00710030334645201	96.3803929403166
chr2R	21546002	21547404	chr2R_21546002_21547404	2100.94931783991	1851.40766947501	1897.39886439262	3012.19220655032	2813.65764630477	2568.82594514205	1758.86025855246	1663.64926359055	1460.62939848626	2916.14676069371	2677.83109274539	2720.44473357384	21546002	21547404	-0.361172517762575	0	-0.532191865078996	0	0.171006059742124	6.97241768005339e-11	0	0	3.12021234691809e-10	P2	P2	0.678650955532671	Cis_+_Trans,same	Reinforcing	Cis-trans	0.171019347316421	75.6802303060753
chr2R	21549908	21550763	chr2R_21549908_21550763	570.62820978368	487.212544598687	545.148181187432	557.813371583393	673.539668227396	507.00512075172	427.151777077026	477.075891764936	451.467268623025	574.817390329048	625.280356681664	650.54113194157	21549908	21550763	-0.0810259967497056	0.0191842233722159	-0.311169657262223	0	0.23013730755634	3.77984872358226e-06	0.170333278778391	0	1.11092328076611e-05	Ambig	P2	0.260391702271359	Compensatory	Opposing	Cis-trans	0.230143660512517	57.4842049963588
chr2R	21579672	21580146	chr2R_21579672_21580146	1322.81994086217	1169.31010703685	1182.33436699092	908.438919435812	1075.49076055665	1267.5128018793	1130.69588049801	1100.94436561139	1195.0604169433	1177.67465335707	1128.22325227344	1094.09190371991	21579672	21580146	0.122306847819699	3.84472869276845e-07	0.00781373455269432	0.749503101832367	0.114488773194893	0.000820603518522255	4.40114364975533e-06	1	0.00171220072566985	Ambig	Ambig	15.652803022023	Trans	NA	Trans	0.114493113267005	6.38863211012771
chr2R	21805670	21806514	chr2R_21805670_21806514	674.378793380713	517.194855035529	545.148181187432	972.189019045342	901.674071981836	895.709046661371	439.715064638114	574.937613152615	557.694861240207	504.717708581603	693.245612842715	620.97108048968	21805670	21806514	-0.466665464360972	0	-0.145638302037971	2.26892857473349e-05	-0.321024554545932	0	0	0.000252474131522648	0	P2	P2	3.20427701937436	Cis_+_Trans,opposing	Opposing	Cis-trans	-0.321027162323001	31.2082879836417
chr2R	21866470	21866679	chr2R_21866470_21866679	129.688229496291	97.4425089197374	176.996162723192	159.375249023827	228.13440375444	118.301194842068	138.196163171979	207.956157948818	239.01208338866	112.159490795912	149.523563554311	177.420308711337	21866470	21866679	-0.224335505603114	0.000728477365604219	0.287070769115172	4.73957230946131e-06	-0.511721542244764	1.84226511823482e-08	0.00710110502582578	5.40478241078243e-05	7.15951372963295e-08	Ambig	P1	0.781464118741784	Ambiguous	NA	Ambiguous	-0.511406274718286	35.9522883384294
chr2R	21871651	21872075	chr2R_21871651_21872075	3008.76692431395	2900.78853476449	2676.18198037467	2661.5666586979	2867.97536148439	2856.12884690135	2562.91066246215	2715.6627685081	2496.34842650378	2747.90752449984	3221.55314203379	2483.88432195872	21871651	21872075	0.0235638141720861	0.127159943642026	-0.0836017801824769	1.08525997744024e-07	0.107176009607379	1.194193618101e-06	1	1.35952048628103e-06	3.81026757526389e-06	Ambig	Ambig	0.281857803992374	Compensatory	Opposing	Cis-trans	0.107165594354563	43.8239402231982
chr2R	22049323	22049555	chr2R_22049323_22049555	259.376458992582	247.354061103949	176.996162723192	350.625547852418	521.450065724435	676.006827668959	100.506300488712	244.654303469198	159.341388925773	448.637963183647	421.384588198513	532.260926134011	22049323	22049555	-0.817109270624183	0	-1.02224840243935	0	0.205096062815228	0.00305856645610374	0	0	0.00577885828111767	P2	P2	0.799325554018327	Cis_+_Trans,same	Reinforcing	Cis-trans	0.205139131815167	83.2865231159641
chr2R	22150518	22151055	chr2R_22150518_22151055	622.503501582196	667.10640721974	630.106339294564	382.500597657184	619.221953047767	523.905291443444	904.556704398407	538.239467632236	478.02416677732	490.697772232114	611.687305449454	650.54113194157	22150518	22151055	0.229756797298479	6.22986606880343e-11	0.091355899041632	0.00572634126043607	0.138384483883455	0.00370822952286465	8.89141733269423e-10	0.0542273291792829	0.00687952083427379	P1	Ambig	2.5149640002314	Trans	NA	Trans	0.138400898256847	39.7620005657333
chr2R	22151813	22152006	chr2R_22151813_22152006	440.939980287389	292.327526759212	318.593092901746	478.12574707148	554.040694832213	422.5042672931	288.955613905047	305.817879336498	265.568981542956	518.737644931092	489.349844359563	206.990360163227	22151813	22152006	-0.324173628746045	0	-0.345105760078566	0	0.0208843004665571	0.731148785817525	0	0	0.765698600728443	P2	Ambig	0.939345749176265	Cis	NA	Cis	0.020932131332521	94.281430468352
chr2R	22155644	22155846	chr2R_22155644_22155846	389.064688488873	209.876173057896	247.794627812469	207.187823730975	325.906291077772	321.103243142756	175.886025855246	244.654303469198	159.341388925773	280.398726989779	217.488819715362	266.130463067006	22155644	22155846	-0.00876076331848219	0.854430244400248	-0.275698775776187	4.58605347697372e-07	0.266979665470885	0.000272280354081795	1	5.55856314250136e-06	0.000618476150545906	Ambig	Ambig	0.0317765767868124	Compensatory	Opposing	Cis-trans	0.266938012457705	50.8072400829103
chr2R	22241665	22242517	chr2R_22241665_22242517	207.501167194065	322.309837196054	254.874474321397	207.187823730975	282.452118934069	270.402731067584	150.759450733068	269.119733816118	212.455185234365	350.498408737224	353.419332037462	384.410668874564	22241665	22242517	0.0318570796924918	0.533512734330008	-0.542931586926447	0	0.574981409198461	6.01322203625892e-11	1	0	3.12021234691809e-10	Ambig	P2	0.0586760477002927	Compensatory	Opposing	Cis-trans	0.574788666618939	48.5749081851455
chr2R	22307030	22308321	chr2R_22307030_22308321	933.755252373295	1004.40739963422	969.938971723093	796.876245119133	858.219899838133	777.407851819303	829.176979031873	819.591916621813	770.150046474572	911.295862716783	706.838664074925	680.111183393459	22307030	22308321	0.178548864792227	6.58094880522981e-11	0.0511696500999415	0.0797705325977876	0.127367136557813	0.001500360546449	8.89141733269423e-10	0.678043433952043	0.00297172861857048	P1	Ambig	3.48935090319156	Trans	NA	Trans	0.127379214692286	28.6586252785681
chr2R	22308704	22308928	chr2R_22308704_22308928	311.251750791098	254.849638713159	283.193860357107	239.06287353574	260.725032862218	338.00341383448	226.139176099602	220.188873122278	478.02416677732	420.598090484669	203.895768483151	413.980720326453	22308704	22308928	0.013611438107589	0.782226767620407	-0.116392155646541	0.00989268178632652	0.130063522424244	0.0506500658467335	1	0.0913650522456773	0.07677089462906	Ambig	Ambig	0.116944634558742	Conserved	NA	Conserved	0.13000359375413	47.2378910470864
