chrom	start	end	zhr1_zhr	zhr2_zhr	zhr3_zhr	z301_z30	z302_z30	z303_z30	zhrz301_z30	zhrz301_zhr	zhrz302_z30	zhrz302_zhr	zhrz303_z30	zhrz303_zhr
chr2R	16596516	16600023	96	37	66	7	59	16	34	52	50	59	42	39
chr2R	16600950	16602409	21	10	25	5	27	6	7	18	7	23	22	24
chr2R	16616375	16618045	47	31	79	8	36	14	58	41	39	39	40	33
chr2R	16625258	16627493	21	7	30	10	14	5	17	14	26	8	18	8
chr2R	16630261	16634632	83	32	97	16	74	26	58	36	71	51	74	50
chr2R	16638604	16640816	79	33	78	31	102	39	69	47	69	48	83	48
chr2R	16641837	16644234	43	21	36	12	32	7	24	21	31	24	32	21
chr2R	16644494	16646884	40	20	34	9	40	9	22	20	26	29	25	13
chr2R	16656337	16657756	19	10	32	4	11	4	18	9	12	11	14	10
chr2R	16667173	16668946	58	32	80	10	36	17	40	37	31	30	34	38
chr2R	16671800	16675883	114	45	134	18	54	16	59	73	64	67	45	51
chr2R	16687384	16688317	28	18	43	5	21	4	23	9	17	20	23	12
chr2R	16689119	16693531	279	120	294	53	198	64	135	203	165	169	151	193
chr2R	16695421	16698357	37	25	70	8	28	15	36	41	34	36	39	28
chr2R	16701100	16701687	30	17	29	4	12	3	17	21	13	22	23	14
chr2R	16710186	16711631	252	126	310	17	104	33	132	193	78	163	75	133
chr2R	16713268	16718492	472	178	361	85	329	131	284	347	248	322	274	328
chr2R	16719577	16723469	355	168	421	90	239	102	311	265	238	218	188	177
chr2R	16732111	16734668	69	32	81	13	67	29	45	69	53	36	47	54
chr2R	16739394	16744026	154	39	128	10	71	25	59	84	78	93	47	88
chr2R	16745257	16749496	97	46	84	12	64	23	55	56	66	55	52	70
chr2R	16749897	16751553	23	9	20	8	16	12	24	18	31	17	22	13
chr2R	16773459	16774178	38	23	48	11	26	10	27	27	30	25	36	25
chr2R	16796048	16797173	20	9	23	11	38	11	35	24	22	13	21	10
chr2R	16800130	16800885	4	2	3	13	35	5	53	2	33	2	28	2
chr2R	16809070	16809969	17	13	24	6	25	5	20	18	15	11	24	9
chr2R	16812476	16813012	10	6	28	3	11	2	15	11	14	4	5	6
chr2R	16818335	16820396	40	15	74	8	45	17	36	23	35	29	31	25
chr2R	16829903	16831975	408	186	385	84	365	128	355	241	340	231	317	214
chr2R	16834818	16835581	17	11	38	8	27	13	26	15	28	21	24	8
chr2R	16836955	16838452	42	27	63	9	24	11	29	22	32	34	22	25
chr2R	16856468	16857545	286	135	275	51	240	75	146	174	180	200	200	226
chr2R	16864171	16868250	121	63	151	32	78	40	59	94	56	99	69	93
chr2R	16869295	16869913	27	20	41	6	31	7	37	20	28	22	34	26
chr2R	16880658	16884107	61	26	62	8	46	15	37	31	38	29	37	31
chr2R	16899769	16903894	44	37	53	4	26	12	20	23	28	24	22	27
chr2R	16919998	16920992	31	14	45	13	54	28	65	20	40	21	36	7
chr2R	16921318	16921957	31	28	83	2	5	2	14	38	9	26	6	25
chr2R	16946873	16948283	47	24	51	9	32	17	26	47	46	44	34	42
chr2R	16999457	17001143	24	11	28	4	21	5	21	8	25	14	25	16
chr2R	17018611	17019301	22	14	40	3	16	8	16	13	14	15	23	12
chr2R	17042884	17043553	22	15	43	5	14	5	10	4	5	12	2	4
chr2R	17048200	17050832	192	91	248	33	110	36	120	123	123	136	115	130
chr2R	17074828	17077047	214	97	201	31	113	49	126	102	78	112	105	156
chr2R	17097367	17099766	84	34	85	32	79	26	91	72	101	81	79	51
chr2R	17109429	17111083	25	22	38	12	37	13	23	31	35	25	32	23
chr2R	17112599	17114250	17	14	38	4	24	12	16	23	31	23	17	18
chr2R	17114525	17118007	129	37	128	22	79	33	85	86	91	85	78	70
chr2R	17144466	17145046	17	11	24	6	12	1	12	18	15	8	22	16
chr2R	17145422	17146252	18	3	16	39	197	74	187	15	169	12	136	5
chr2R	17155975	17157898	27	7	24	7	19	8	17	13	22	26	29	21
chr2R	17197364	17200698	36	32	46	3	25	6	24	23	26	21	26	23
chr2R	17201910	17205832	37	19	63	2	13	8	31	33	31	32	18	27
chr2R	17224084	17224872	17	19	26	4	12	6	12	15	9	13	6	9
chr2R	17226517	17234883	170	71	199	23	73	34	82	132	70	122	75	98
chr2R	17243344	17247373	139	62	149	25	113	41	91	77	79	62	65	82
chr2R	17247612	17252245	70	28	93	8	45	23	38	45	43	52	41	48
chr2R	17256626	17258014	54	24	60	16	66	29	62	43	43	43	63	36
chr2R	17259656	17264544	1875	775	1669	289	1170	363	1042	1358	1052	1362	912	1143
chr2R	17264896	17266831	476	190	456	90	350	106	371	492	298	358	276	298
chr2R	17267352	17268746	23	7	27	7	17	2	21	23	24	22	18	15
chr2R	17269009	17273770	319	140	385	68	261	98	220	300	240	257	234	240
chr2R	17274876	17276989	17	15	23	9	13	5	21	24	19	34	20	16
chr2R	17279098	17281888	79	36	68	8	40	17	48	37	40	53	30	42
chr2R	17282353	17288737	102	49	133	20	101	47	92	83	98	77	104	80
chr2R	17289633	17292620	59	22	48	6	41	11	40	43	53	45	47	44
chr2R	17293119	17297107	52	27	66	8	39	9	31	36	46	41	53	37
chr2R	17297493	17300441	37	18	50	8	25	16	35	32	36	34	29	28
chr2R	17301042	17302101	12	8	24	3	6	1	9	10	6	12	12	16
chr2R	17306426	17310306	49	30	78	12	37	16	40	44	59	49	49	54
chr2R	17310744	17312143	22	16	21	4	9	4	13	16	21	21	19	19
chr2R	17312455	17315080	43	21	53	3	22	11	21	29	38	34	33	24
chr2R	17317658	17319303	25	16	42	4	22	10	21	19	33	28	20	27
chr2R	17323022	17326159	48	22	61	5	15	4	12	31	25	39	9	33
chr2R	17332090	17334712	53	23	91	13	34	18	40	52	40	50	38	33
chr2R	17337157	17339252	42	23	41	7	40	16	35	31	39	33	34	34
chr2R	17339694	17340492	20	6	31	5	12	10	11	9	8	13	7	13
chr2R	17345515	17346484	28	26	40	8	19	10	15	21	11	24	16	21
chr2R	17419501	17420086	27	16	79	11	27	11	59	53	33	31	23	25
chr2R	17422443	17422978	8	14	57	6	14	9	36	40	30	26	21	9
chr2R	17433997	17437334	280	132	319	104	468	164	430	212	374	166	284	147
chr2R	17451741	17452660	49	14	80	19	35	16	82	82	76	82	44	41
chr2R	17460583	17461149	14	5	23	4	11	5	13	18	20	13	13	11
chr2R	17502640	17503585	15	6	39	8	13	3	16	21	17	18	20	17
chr2R	17513571	17518697	214	100	252	61	235	80	224	158	208	139	184	138
chr2R	17531592	17532936	51	24	59	17	69	32	38	21	36	20	39	26
chr2R	17541614	17543648	37	14	25	13	41	18	26	23	34	21	34	25
chr2R	17544444	17545598	142	68	146	25	111	33	100	115	99	91	107	77
chr2R	17546247	17547819	117	67	175	31	107	31	113	118	103	110	85	123
chr2R	17595489	17600032	118	47	101	21	90	28	63	62	80	49	60	57
chr2R	17604067	17606608	246	124	277	102	436	129	406	183	311	177	335	130
chr2R	17613221	17619023	135	56	159	80	295	115	302	94	262	85	241	68
chr2R	17620556	17621883	22	9	25	6	37	3	35	8	23	17	25	15
chr2R	17634148	17635756	39	22	67	3	29	17	45	40	37	34	26	24
chr2R	17648816	17649962	27	12	22	7	16	9	16	16	15	18	16	21
chr2R	17650691	17653244	15	5	25	5	29	9	20	11	32	12	29	17
chr2R	17667478	17668740	55	25	32	15	43	12	30	21	25	19	27	24
chr2R	17669261	17670113	58	43	91	48	191	61	217	55	169	41	181	49
chr2R	17682599	17683622	491	248	561	115	466	129	378	368	413	365	360	404
chr2R	17719095	17721740	60	47	73	13	77	24	43	43	26	45	35	36
chr2R	17722459	17723792	140	70	141	31	120	34	87	99	92	85	98	76
chr2R	17728027	17730531	45	26	84	8	28	7	37	30	22	26	24	24
chr2R	17758200	17763312	629	333	602	106	410	137	309	426	326	419	330	384
chr2R	17781514	17782215	54	29	45	14	40	12	41	34	45	24	29	31
chr2R	17789611	17790147	55	29	61	5	50	14	30	30	36	32	30	29
chr2R	17800423	17803150	1242	544	900	225	1039	318	622	792	563	683	542	732
chr2R	17803668	17807763	813	415	817	173	743	283	670	652	544	590	550	542
chr2R	17807981	17810839	89	35	93	15	64	20	46	50	43	49	57	52
chr2R	17818163	17818896	23	17	34	8	44	18	38	17	39	18	38	25
chr2R	17819287	17821598	235	78	222	37	160	46	147	158	112	130	105	122
chr2R	17823423	17824361	101	31	82	22	67	23	55	59	79	81	92	89
chr2R	17838245	17840126	39	21	37	11	34	10	24	18	24	25	27	28
chr2R	17849907	17852922	583	228	501	105	489	151	334	348	330	299	335	318
chr2R	17855023	17857211	69	28	64	14	39	20	36	42	47	23	41	38
chr2R	17858010	17859861	24	9	26	3	26	4	17	10	23	14	15	12
chr2R	17865538	17867142	218	108	206	40	177	33	148	144	140	120	142	136
chr2R	17869209	17873505	853	418	831	167	671	220	540	566	509	539	505	459
chr2R	17891926	17894159	30	27	38	6	15	7	16	26	30	25	21	25
chr2R	17914888	17917435	18	18	38	3	17	2	9	11	11	18	19	14
chr2R	17926657	17927728	69	23	42	16	62	22	67	54	86	44	66	32
chr2R	17936540	17937961	29	5	22	7	22	6	16	18	18	41	29	25
chr2R	17982038	17984322	14	10	30	3	17	2	11	6	15	11	19	11
chr2R	18008626	18010217	25	9	27	4	16	5	18	18	20	12	13	12
chr2R	18010458	18013236	22	19	28	4	7	4	12	22	26	16	21	16
chr2R	18016345	18021304	91	50	87	8	47	19	31	43	45	57	54	46
chr2R	18040759	18042719	18	13	23	11	25	5	19	16	15	13	23	10
chr2R	18046570	18049953	71	33	83	11	66	13	48	44	47	49	37	42
chr2R	18067284	18069205	53	19	34	5	19	9	14	22	20	22	20	24
chr2R	18074021	18079593	55	24	73	14	32	12	36	27	53	27	35	36
chr2R	18088213	18090123	12	8	21	6	14	6	16	13	20	8	23	8
chr2R	18090495	18092135	63	27	64	10	31	15	26	42	25	33	36	37
chr2R	18097174	18098812	33	11	26	13	26	5	27	17	20	20	22	16
chr2R	18099330	18100687	22	9	23	5	19	11	9	12	10	20	13	10
chr2R	18101208	18110930	358	162	350	75	292	98	266	244	226	241	196	272
chr2R	18115807	18117489	29	21	54	11	31	9	30	31	19	34	22	32
chr2R	18117980	18122546	50	17	54	10	36	9	25	43	32	34	25	24
chr2R	18124200	18130319	349	208	405	59	205	81	121	231	161	220	139	195
chr2R	18130580	18141738	946	429	918	201	736	240	606	576	568	614	581	571
chr2R	18142500	18145252	74	44	76	23	53	23	43	36	51	48	56	41
chr2R	18147002	18148431	264	125	273	48	198	70	171	171	159	141	158	155
chr2R	18148657	18150651	52	23	51	5	32	12	11	23	17	33	16	29
chr2R	18151020	18154101	399	192	507	93	362	103	284	276	250	259	251	265
chr2R	18154860	18166001	902	460	1126	195	710	257	656	602	579	581	595	535
chr2R	18166205	18175480	726	379	845	144	611	183	445	450	454	452	464	495
chr2R	18175751	18177049	31	19	44	5	17	6	11	10	18	15	18	17
chr2R	18177560	18188217	556	238	602	122	433	143	364	354	326	358	332	328
chr2R	18188747	18201153	868	375	748	173	692	243	526	559	553	577	564	500
chr2R	18201464	18210429	674	413	799	149	627	251	434	472	442	501	418	405
chr2R	18211093	18216367	292	147	314	74	250	96	245	233	204	193	217	209
chr2R	18220990	18223514	313	116	278	31	150	48	121	214	126	184	117	189
chr2R	18223771	18229088	833	291	489	122	582	147	452	522	515	513	474	511
chr2R	18229338	18244687	1915	830	1570	371	1649	557	1310	1138	1346	1249	1270	1215
chr2R	18245194	18252270	312	136	343	49	162	77	149	214	151	217	151	188
chr2R	18252771	18272147	3275	1540	3073	617	2435	898	2008	2143	1913	2116	1861	2073
chr2R	18272491	18284495	591	286	557	100	359	136	332	344	330	384	334	357
chr2R	18285334	18287495	50	31	46	3	31	21	15	27	27	27	40	28
chr2R	18287744	18295564	1091	474	1106	147	648	212	596	799	552	706	489	697
chr2R	18296093	18298874	38	18	54	10	27	11	42	34	34	32	33	32
chr2R	18299206	18301643	203	104	226	28	130	57	166	169	128	158	132	147
chr2R	18301863	18317363	4271	1925	4222	667	2582	936	2321	3161	2004	2858	2003	2727
chr2R	18317886	18347243	3263	1503	3473	755	2625	963	2555	2631	2283	2347	2149	2143
chr2R	18349633	18352320	68	51	105	27	92	29	95	64	99	60	102	77
chr2R	18352781	18354368	23	15	40	5	19	8	25	28	24	25	33	23
chr2R	18354728	18358529	1073	500	1138	189	854	293	677	776	626	795	609	688
chr2R	18372594	18382159	442	142	333	72	339	96	307	230	395	299	296	242
chr2R	18383809	18387264	61	25	70	8	29	7	32	45	26	33	20	37
chr2R	18387538	18388587	78	34	81	9	60	16	41	67	32	51	43	46
chr2R	18391303	18392614	18	12	36	1	10	2	12	16	11	18	15	16
chr2R	18396445	18399076	117	51	111	22	60	19	96	78	63	93	68	62
chr2R	18399293	18407774	499	200	424	80	365	108	306	293	262	251	289	274
chr2R	18408023	18410658	79	31	58	10	51	19	50	35	46	37	35	47
chr2R	18410866	18413076	329	159	361	78	293	92	216	199	204	202	254	193
chr2R	18413329	18419374	702	353	624	155	583	215	444	415	425	417	432	416
chr2R	18419692	18420544	13	11	30	2	6	3	13	10	8	10	7	11
chr2R	18420924	18431368	399	196	487	113	426	153	360	285	388	317	377	287
chr2R	18435300	18435953	14	10	21	1	13	5	7	18	13	14	12	10
chr2R	18436224	18450499	1319	659	1290	243	1045	345	807	815	785	680	783	753
chr2R	18450776	18455021	158	73	199	27	95	36	121	105	105	113	104	101
chr2R	18457063	18459378	30	14	31	4	15	4	19	15	18	23	21	23
chr2R	18459739	18461846	38	24	32	9	24	12	17	15	17	28	28	28
chr2R	18462331	18471225	100	67	110	26	67	36	64	59	77	51	80	67
chr2R	18472289	18473859	21	13	24	4	9	4	14	12	14	12	10	12
chr2R	18483194	18487337	45	37	60	9	23	10	18	19	16	30	19	41
chr2R	18497444	18500726	62	34	74	11	46	26	53	53	66	37	50	39
chr2R	18501013	18509178	441	199	556	96	349	138	383	401	407	422	392	334
chr2R	18511173	18512784	29	9	31	2	11	7	13	14	9	17	14	16
chr2R	18513416	18539369	1820	865	1646	314	1478	457	1149	1264	1136	1159	1132	1166
chr2R	18540398	18545151	205	97	227	42	170	59	123	142	125	164	156	157
chr2R	18545636	18547861	108	54	177	10	45	24	37	48	32	48	41	57
chr2R	18548107	18554990	162	64	208	21	97	40	141	141	95	128	117	108
chr2R	18557873	18565468	324	151	345	62	256	102	211	203	176	221	189	222
chr2R	18565763	18569246	206	110	278	16	112	49	89	143	83	121	88	106
chr2R	18569523	18570396	21	13	21	8	19	6	5	12	11	15	13	13
chr2R	18570824	18575926	746	255	521	139	635	223	516	436	408	292	438	381
chr2R	18581979	18583935	199	95	295	23	107	53	108	125	64	89	91	76
chr2R	18584160	18590819	932	435	979	163	638	187	519	624	552	624	465	548
chr2R	18600013	18631647	2080	1009	2351	367	1559	475	1268	1458	1257	1331	1099	1250
chr2R	18632644	18650665	1966	807	1829	320	1370	450	1250	1404	1164	1287	1088	1239
chr2R	18650990	18654555	455	176	362	67	246	104	191	266	223	255	213	272
chr2R	18654914	18655447	35	11	21	5	14	5	10	15	10	18	11	8
chr2R	18667215	18674423	1133	502	917	223	975	311	695	689	610	640	612	585
chr2R	18674716	18689447	1299	690	1327	248	982	329	819	826	763	835	769	814
chr2R	18689856	18690255	61	41	61	16	85	17	92	35	66	44	66	38
chr2R	18695080	18705148	344	178	374	68	274	102	210	233	215	222	225	205
chr2R	18705861	18711023	162	87	155	25	117	39	89	96	85	127	83	103
chr2R	18711281	18716678	45	25	54	11	34	17	35	42	37	39	35	27
chr2R	18719684	18722171	25	14	27	7	7	5	15	12	18	11	20	13
chr2R	18734483	18736637	31	21	34	2	19	4	17	17	17	23	10	14
chr2R	18736976	18750392	236	99	233	39	152	62	138	122	159	141	165	138
chr2R	18750621	18751885	26	14	23	4	11	11	16	9	13	15	24	18
chr2R	18764719	18767526	100	51	97	20	71	27	76	76	64	60	66	49
chr2R	18767820	18770857	59	42	56	6	28	11	22	21	18	42	24	39
chr2R	18771078	18774416	89	60	97	20	59	32	42	60	38	47	45	56
chr2R	18779206	18783460	102	33	119	9	52	25	48	53	47	54	40	47
chr2R	18783915	18785922	36	22	47	4	29	14	30	33	34	27	32	33
chr2R	18786493	18808394	2160	1028	2097	481	2066	737	1532	1283	1403	1190	1448	1217
chr2R	18808609	18810861	69	39	69	9	48	19	24	40	34	34	32	44
chr2R	18811198	18821113	335	134	328	59	267	92	210	212	239	221	183	212
chr2R	18822075	18831395	352	176	385	63	256	87	200	240	178	233	207	231
chr2R	18831633	18837714	445	205	486	97	447	129	313	252	347	267	335	253
chr2R	18838582	18846409	276	143	336	40	180	64	129	143	146	137	134	144
chr2R	18846789	18850347	81	47	73	7	47	21	26	36	39	31	31	41
chr2R	18853017	18856959	524	221	446	80	364	119	301	296	326	295	316	303
chr2R	18857535	18858286	285	126	319	47	227	60	208	242	213	179	170	178
chr2R	18861463	18864579	69	35	57	13	45	23	31	39	42	37	47	43
chr2R	18867116	18875374	285	151	302	37	163	55	142	176	124	169	114	164
chr2R	18875581	18876970	29	16	25	6	18	5	20	20	20	26	18	24
chr2R	18877349	18879669	545	226	481	110	491	114	417	394	419	397	366	386
chr2R	18879894	18902913	1415	589	1289	234	1059	339	952	1010	869	879	774	839
chr2R	18903995	18912569	438	159	350	73	276	102	287	299	319	295	233	299
chr2R	18912936	18915422	311	205	562	31	111	64	199	268	150	236	119	183
chr2R	18919143	18922142	154	51	105	22	109	21	108	101	108	108	77	94
chr2R	18931530	18935847	94	52	115	25	125	33	72	67	90	87	94	83
chr2R	18936107	18940766	144	47	133	16	102	23	92	114	84	110	69	82
chr2R	18941049	18944161	558	121	316	82	346	101	351	379	245	299	239	283
chr2R	18944388	18948010	919	398	793	180	808	273	667	602	609	569	620	600
chr2R	18948253	18950109	56	46	102	11	59	23	69	57	44	45	39	44
chr2R	18953548	18958309	161	81	130	24	95	44	90	77	103	96	90	83
chr2R	18959951	18963306	107	35	107	20	59	21	75	81	55	71	52	66
chr2R	18963512	18976921	1354	600	1099	222	795	262	549	705	633	743	599	746
chr2R	18977216	18979071	53	34	55	8	46	12	35	41	31	34	29	42
chr2R	18980096	18981244	14	8	21	1	6	3	12	12	5	12	8	4
chr2R	18993553	18997451	46	27	43	8	26	12	31	31	30	30	32	33
chr2R	19000251	19005178	65	30	51	9	23	14	27	29	35	33	18	37
chr2R	19009747	19011274	15	5	22	3	6	5	7	4	6	10	6	14
chr2R	19011484	19017745	119	72	111	16	52	18	41	44	49	67	43	61
chr2R	19020785	19029647	121	61	137	20	60	29	63	58	71	85	62	69
chr2R	19031096	19041830	136	88	163	27	81	16	57	64	83	79	63	111
chr2R	19046340	19047297	33	24	46	4	19	5	18	24	18	24	16	24
chr2R	19047573	19050194	31	19	38	12	23	5	31	23	31	32	19	24
chr2R	19053418	19056890	50	22	53	12	31	10	26	19	34	25	30	28
chr2R	19057247	19061808	73	45	90	11	32	21	27	43	30	33	38	41
chr2R	19066773	19067494	171	63	109	14	79	25	87	98	66	91	74	93
chr2R	19074406	19076719	20	17	22	2	10	3	6	19	21	11	11	5
chr2R	19086138	19088776	24	15	25	4	11	6	10	18	24	23	9	19
chr2R	19090333	19092354	19	19	26	6	11	4	5	13	14	8	14	13
chr2R	19093885	19097813	37	20	48	8	18	6	16	17	16	28	14	23
chr2R	19098092	19099176	8	8	23	1	5	3	2	6	7	8	8	11
chr2R	19100733	19103504	22	8	34	8	26	5	16	16	15	18	18	14
chr2R	19107895	19109907	13	9	21	4	13	5	14	7	19	13	9	3
chr2R	19112342	19115985	43	13	50	7	30	13	26	36	18	41	29	32
chr2R	19118088	19121144	63	25	48	11	26	14	23	28	27	38	27	33
chr2R	19127112	19135447	358	157	308	67	236	63	217	193	188	192	220	210
chr2R	19135701	19166350	2662	1218	2640	455	2011	742	1594	1731	1507	1690	1534	1650
chr2R	19166663	19169332	45	29	67	13	66	17	52	33	50	31	36	39
chr2R	19169641	19243180	3057	1506	3020	618	2222	761	1933	1949	1918	1961	1732	1785
chr2R	19243668	19254544	1494	604	1271	320	1335	439	1092	949	913	1005	927	926
chr2R	19254772	19263248	241	81	177	28	122	47	94	121	99	118	117	108
chr2R	19263520	19264502	13	10	24	1	6	2	8	13	7	10	9	12
chr2R	19264706	19266680	22	17	21	2	11	8	11	16	15	25	5	23
chr2R	19266960	19269747	311	164	301	51	235	88	176	198	180	220	160	191
chr2R	19271531	19273547	79	39	54	17	56	22	38	33	38	43	43	40
chr2R	19274019	19277544	68	38	84	19	49	17	34	45	61	61	55	46
chr2R	19277982	19280333	54	23	35	8	32	10	29	13	17	30	29	22
chr2R	19281243	19284834	171	80	176	29	129	34	102	123	123	147	118	126
chr2R	19285050	19288720	84	34	65	10	47	13	36	39	35	34	30	46
chr2R	19288933	19296176	840	378	776	109	459	154	431	518	427	572	388	517
chr2R	19297811	19302217	145	89	151	23	83	18	47	59	45	56	45	64
chr2R	19302510	19303421	13	13	23	2	10	5	10	11	12	6	13	10
chr2R	19303865	19306228	299	166	242	51	216	86	158	152	168	151	149	143
chr2R	19306921	19313413	252	123	317	54	188	65	209	219	175	226	162	167
chr2R	19313841	19316351	33	16	40	7	19	9	23	19	27	28	20	22
chr2R	19317852	19320210	30	28	27	13	17	5	18	20	17	18	19	16
chr2R	19320816	19323886	32	20	52	8	21	15	25	22	24	32	18	26
chr2R	19324258	19330187	104	76	113	23	94	37	87	58	87	70	64	67
chr2R	19332696	19334729	29	8	33	2	15	8	17	14	17	14	16	10
chr2R	19335078	19338359	68	26	59	3	38	13	23	41	28	45	30	25
chr2R	19345699	19350115	52	22	58	9	31	4	37	22	37	31	24	28
chr2R	19350532	19355283	36	27	49	6	20	7	26	27	21	39	24	31
chr2R	19355959	19380017	2290	1010	2327	395	1641	614	1395	1532	1262	1375	1298	1281
chr2R	19386053	19397561	742	365	821	159	554	177	513	459	477	491	430	459
chr2R	19397920	19399430	23	16	20	8	26	5	21	13	16	19	16	23
chr2R	19399662	19407174	231	126	267	37	155	83	123	140	135	152	123	145
chr2R	19409589	19417240	860	405	1156	139	472	188	491	656	439	608	384	528
chr2R	19417640	19420140	30	14	35	11	23	10	37	19	40	22	24	12
chr2R	19420420	19422493	390	161	320	83	310	104	294	288	260	225	246	195
chr2R	19422923	19428503	611	281	658	131	454	132	432	549	454	496	363	410
chr2R	19429071	19437320	455	233	517	72	278	121	330	346	249	313	288	298
chr2R	19437834	19446317	626	304	589	62	248	112	221	360	196	322	194	341
chr2R	19446601	19452078	723	431	816	132	477	186	413	538	421	515	404	501
chr2R	19452380	19455170	351	166	351	80	329	96	226	238	214	206	232	242
chr2R	19456048	19456907	178	105	258	40	165	48	161	153	156	162	171	148
chr2R	19458087	19459144	36	18	25	4	32	9	18	14	23	21	32	30
chr2R	19459636	19462467	65	32	61	9	28	11	45	49	32	43	27	42
chr2R	19463282	19467223	198	76	173	48	174	67	165	117	134	104	161	125
chr2R	19468876	19469545	37	22	28	6	36	11	30	25	14	21	22	28
chr2R	19472810	19475344	37	19	32	7	20	5	28	21	24	21	26	24
chr2R	19475734	19480577	79	46	113	20	47	24	45	71	70	78	61	46
chr2R	19482822	19493967	502	241	507	124	338	130	331	325	323	343	270	296
chr2R	19494422	19498697	602	284	568	105	468	157	358	362	311	344	334	352
chr2R	19498951	19501896	73	51	100	22	64	20	58	50	54	57	53	57
chr2R	19502252	19516416	606	307	621	105	407	149	393	407	380	328	350	329
chr2R	19521035	19523760	12	10	22	2	6	4	14	10	12	14	3	6
chr2R	19530651	19535191	44	24	105	7	23	15	47	38	37	37	33	35
chr2R	19535457	19540727	60	65	143	9	44	18	73	86	58	59	59	45
chr2R	19542596	19552548	163	92	252	27	84	41	146	145	119	114	74	96
chr2R	19552900	19558780	66	54	165	8	43	18	69	91	46	68	33	43
chr2R	19561121	19565898	80	56	153	11	33	19	63	67	63	59	51	38
chr2R	19568667	19576846	114	87	263	22	56	36	109	137	114	104	56	70
chr2R	19577097	19581717	1137	484	1155	164	790	262	991	926	729	727	571	611
chr2R	19582131	19583895	17	18	41	4	8	5	18	17	25	17	9	11
chr2R	19590808	19602595	190	105	345	24	97	41	139	161	149	140	100	104
chr2R	19615446	19616816	134	57	212	21	77	32	119	143	91	77	51	52
chr2R	19617158	19621616	447	243	720	73	228	101	414	470	244	317	176	212
chr2R	19622107	19623758	46	27	126	8	32	24	102	85	70	51	38	24
chr2R	19623967	19629375	139	112	214	16	70	33	99	130	65	108	59	82
chr2R	19630356	19630972	59	46	97	8	25	4	43	45	20	23	24	27
chr2R	19631220	19634822	508	206	550	91	326	102	315	417	221	267	191	221
chr2R	19635229	19637735	24	15	37	2	7	6	10	12	11	15	7	17
chr2R	19643035	19648299	531	205	447	68	491	163	421	350	394	296	360	311
chr2R	19648605	19651946	57	32	80	16	45	16	44	48	42	58	33	43
chr2R	19652330	19655688	33	12	46	9	32	22	31	26	36	21	23	28
chr2R	19657670	19660256	31	21	41	4	20	8	29	26	24	17	17	20
chr2R	19660495	19663729	96	48	101	14	81	32	68	62	68	58	63	62
chr2R	19665000	19675391	896	432	921	153	718	230	582	514	592	582	675	551
chr2R	19681889	19685371	41	16	68	3	26	6	32	30	37	26	36	25
chr2R	19685616	19695121	109	57	154	25	91	38	71	74	76	90	67	83
chr2R	19697040	19698347	63	25	79	21	57	23	72	64	77	71	64	54
chr2R	19698711	19702488	162	72	143	17	70	26	62	93	47	100	56	98
chr2R	19706384	19715729	138	73	172	39	126	36	100	94	107	77	90	74
chr2R	19724765	19727256	519	266	798	101	316	122	409	410	385	380	322	357
chr2R	19727929	19728347	51	21	52	4	30	6	29	35	37	31	26	21
chr2R	19728609	19730335	162	78	232	19	93	29	126	126	118	134	104	98
chr2R	19765895	19772959	93	29	101	14	53	21	61	65	59	66	52	47
chr2R	19779909	19784170	66	33	86	16	46	26	44	46	36	46	42	42
chr2R	19793398	19803940	436	186	465	80	282	102	247	302	264	280	233	250
chr2R	19804156	19813523	1432	505	1134	215	938	388	905	831	708	711	687	723
chr2R	19813739	19818364	266	127	253	36	151	51	153	169	119	124	103	115
chr2R	19823125	19830756	1057	477	890	174	833	277	663	682	623	633	552	584
chr2R	19831435	19832294	22	9	34	4	15	2	18	22	23	14	11	20
chr2R	19832934	19840320	175	65	180	19	106	42	114	108	114	123	129	115
chr2R	19840586	19848033	285	155	303	60	232	91	206	202	268	213	212	199
chr2R	19848445	19851549	164	119	293	33	127	45	101	125	158	209	121	172
chr2R	19854450	19858501	149	78	160	32	105	44	111	82	105	93	97	82
chr2R	19858733	19862527	138	82	172	30	84	39	107	94	118	114	93	111
chr2R	19863339	19865087	93	40	114	22	86	31	66	71	70	90	81	62
chr2R	19865381	19873152	552	215	427	92	388	128	363	414	364	371	351	362
chr2R	19873656	19878506	131	73	162	22	65	36	96	73	122	92	56	87
chr2R	19878950	19881416	82	42	70	17	57	24	46	44	39	42	50	45
chr2R	19881666	19883776	85	36	81	21	82	24	61	65	68	58	76	63
chr2R	19884211	19887651	77	41	79	17	59	28	60	43	64	65	50	41
chr2R	19889409	19907407	1227	491	1222	219	914	373	844	809	869	863	805	774
chr2R	19907630	19914789	895	340	807	174	828	297	719	696	698	622	702	583
chr2R	19922254	19924985	34	25	53	5	40	10	25	53	27	42	20	28
chr2R	19925304	19928384	35	18	57	9	23	8	26	20	22	29	27	24
chr2R	19932455	19936421	263	124	287	58	253	86	278	209	279	231	210	177
chr2R	19936806	19937363	13	9	15	8	36	11	24	6	29	12	27	13
chr2R	19938793	19946833	1018	306	760	178	840	251	717	689	614	611	594	614
chr2R	19948095	19953905	378	142	248	65	282	83	216	222	244	278	286	269
chr2R	19954780	19957579	157	77	285	24	95	42	94	98	85	98	91	80
chr2R	19964128	19973041	967	467	1172	279	1043	377	909	723	868	628	800	619
